,229 Z 5min,,,,,229 B 5min,,,,
835,0,3,224,14,23,0,2,215,11,24
840,0,3,233,14,26,0,2,234,12,26
845,0,3,233,14,26,0,2,234,12,26
850,0,3,233,14,26,0,2,234,12,26
855,0,3,233,14,26,0,2,234,12,26
860,0,3,233,14,26,0,2,234,12,26
865,0,3,233,14,26,0,2,234,12,26
870,0,3,233,14,26,0,2,234,12,26
875,0,3,233,14,26,0,2,234,12,26
880,0,3,233,14,26,0,2,234,12,26
885,0,3,233,14,26,0,2,234,12,26
890,0,3,233,14,26,0,2,234,12,26
895,0,3,233,14,26,0,2,234,12,26
900,0,3,256,12,23,0,2,277,12,23
905,0,3,256,12,23,0,2,277,12,23
910,0,3,256,12,23,0,2,277,12,23
915,0,3,256,12,23,0,2,277,12,23
920,0,3,256,12,23,0,2,277,12,23
925,0,3,256,12,23,0,2,277,12,23
930,0,3,256,12,23,0,2,277,12,23
935,0,3,256,12,23,0,2,277,12,23
940,0,3,256,12,23,0,2,277,12,23
945,0,3,256,12,23,0,2,277,12,23
950,0,3,256,12,23,0,2,277,12,23
955,0,3,256,12,23,0,2,277,12,23
960,0,4,303,11,13,0,3,315,12,17
965,0,4,303,11,13,0,3,315,12,17
970,0,4,303,11,13,0,3,315,12,17
975,0,4,303,11,13,0,3,315,12,17
980,0,4,303,11,13,0,3,315,12,17
985,0,4,303,11,13,0,3,315,12,17
990,0,4,303,11,13,0,3,315,12,17
995,0,4,303,11,13,0,3,315,12,17
1000,0,4,303,11,13,0,3,315,12,17
1005,0,4,303,11,13,0,3,315,12,17
1010,0,4,303,11,13,0,3,315,12,17
1015,0,4,303,11,13,0,3,315,12,17
1020,0,5,317,8,8,0,3,303,8,13
1025,0,5,317,8,8,0,3,303,8,13
1030,0,5,317,8,8,0,3,303,8,13
1035,0,5,317,8,8,0,3,303,8,13
1040,0,5,317,8,8,0,3,303,8,13
1045,0,5,317,8,8,0,3,303,8,13
1050,0,5,317,8,8,0,3,303,8,13
1055,0,5,317,8,8,0,3,303,8,13
1060,0,5,317,8,8,0,3,303,8,13
1065,0,5,317,8,8,0,3,303,8,13
1070,0,5,317,8,8,0,3,303,8,13
1075,0,5,317,8,8,0,3,303,8,13
1080,0,4,258,6,6,0,2,286,6,11
1085,0,4,258,6,6,0,2,286,6,11
1090,0,4,258,6,6,0,2,286,6,11
1095,0,4,258,6,6,0,2,286,6,11
1100,0,4,258,6,6,0,2,286,6,11
1105,0,4,258,6,6,0,2,286,6,11
1110,0,4,258,6,6,0,2,286,6,11
1115,0,4,258,6,6,0,2,286,6,11
1120,0,4,258,6,6,0,2,286,6,11
1125,0,4,258,6,6,0,2,286,6,11
1130,0,4,258,6,6,0,2,286,6,11
1135,0,4,258,6,6,0,2,286,6,11
1140,0,3,175,4,5,0,1,215,5,10
1145,0,3,175,4,5,0,1,215,5,10
1150,0,3,175,4,5,0,1,215,5,10
1155,0,3,175,4,5,0,1,215,5,10
1160,0,3,175,4,5,0,1,215,5,10
1165,0,3,175,4,5,0,1,215,5,10
1170,0,3,175,4,5,0,1,215,5,10
1175,0,3,175,4,5,0,1,215,5,10
1180,0,3,175,4,5,0,1,215,5,10
1185,0,3,175,4,5,0,1,215,5,10
1190,0,3,175,4,5,0,1,215,5,10
1195,0,3,175,4,5,0,1,215,5,10
1200,0,2,126,4,4,0,1,169,5,7
1205,0,2,126,4,4,0,1,169,5,7
1210,0,2,126,4,4,0,1,169,5,7
1215,0,2,126,4,4,0,1,169,5,7
1220,0,2,126,4,4,0,1,169,5,7
1225,0,2,126,4,4,0,1,169,5,7
1230,0,2,126,4,4,0,1,169,5,7
1235,0,2,126,4,4,0,1,169,5,7
1240,0,2,126,4,4,0,1,169,5,7
1245,0,2,126,4,4,0,1,169,5,7
1250,0,2,126,4,4,0,1,169,5,7
1255,0,2,126,4,4,0,1,169,5,7
1260,0,2,106,2,3,0,1,133,3,5
1265,0,2,106,2,3,0,1,133,3,5
1270,0,2,106,2,3,0,1,133,3,5
1275,0,2,106,2,3,0,1,133,3,5
1280,0,2,106,2,3,0,1,133,3,5
1285,0,2,106,2,3,0,1,133,3,5
1290,0,2,106,2,3,0,1,133,3,5
1295,0,2,106,2,3,0,1,133,3,5
1300,0,2,106,2,3,0,1,133,3,5
1305,0,2,106,2,3,0,1,133,3,5
1310,0,2,106,2,3,0,1,133,3,5
1315,0,2,106,2,3,0,1,133,3,5
1320,0,1,91,2,3,0,1,122,2,3
1325,0,1,91,2,3,0,1,122,2,3
1330,0,1,91,2,3,0,1,122,2,3
1335,0,1,91,2,3,0,1,122,2,3
1340,0,1,91,2,3,0,1,122,2,3
1345,0,1,91,2,3,0,1,122,2,3
1350,0,1,91,2,3,0,1,122,2,3
1355,0,1,91,2,3,0,1,122,2,3
1360,0,1,91,2,3,0,1,122,2,3
1365,0,1,91,2,3,0,1,122,2,3
1370,0,1,91,2,3,0,1,122,2,3
1375,0,1,91,2,3,0,1,122,2,3
1380,0,1,56,4,3,0,1,96,2,3
1385,0,1,56,4,3,0,1,96,2,3
1390,0,1,56,4,3,0,1,96,2,3
1395,0,1,56,4,3,0,1,96,2,3
1400,0,1,56,4,3,0,1,96,2,3
1405,0,1,56,4,3,0,1,96,2,3
1410,0,1,56,4,3,0,1,96,2,3
1415,0,1,56,4,3,0,1,96,2,3
1420,0,1,56,4,3,0,1,96,2,3
1425,0,1,56,4,3,0,1,96,2,3
1430,0,1,56,4,3,0,1,96,2,3
1435,0,1,56,4,3,0,1,96,2,3
