,280 Z 5min,,,,,280 B 5min,,,,
590,0,1,153,13,40,1,0,88,6,25
595,0,1,153,13,40,1,0,88,6,25
600,0,1,150,13,41,1,0,86,6,26
605,0,1,150,13,41,1,0,86,6,26
610,0,1,150,13,41,1,0,86,6,26
615,0,1,150,13,41,1,0,86,6,26
620,0,1,150,13,41,1,0,86,6,26
625,0,1,150,13,41,1,0,86,6,26
630,0,1,150,13,41,1,0,86,6,26
635,0,1,150,13,41,1,0,86,6,26
640,0,1,150,13,41,1,0,86,6,26
645,0,1,150,13,41,1,0,86,6,26
650,0,1,150,13,41,1,0,86,6,26
655,0,1,150,13,41,1,0,86,6,26
660,0,1,157,13,38,1,0,90,6,28
665,0,1,157,13,38,1,0,90,6,28
670,0,1,157,13,38,1,0,90,6,28
675,0,1,157,13,38,1,0,90,6,28
680,0,1,157,13,38,1,0,90,6,28
685,0,1,157,13,38,1,0,90,6,28
690,0,1,157,13,38,1,0,90,6,28
695,0,1,157,13,38,1,0,90,6,28
700,0,1,157,13,38,1,0,90,6,28
705,0,1,157,13,38,1,0,90,6,28
710,0,1,157,13,38,1,0,90,6,28
715,0,1,157,13,38,1,0,90,6,28
720,0,1,169,13,33,1,0,100,5,26
725,0,1,169,13,33,1,0,100,5,26
730,0,1,169,13,33,1,0,100,5,26
735,0,1,169,13,33,1,0,100,5,26
740,0,1,169,13,33,1,0,100,5,26
745,0,1,169,13,33,1,0,100,5,26
750,0,1,169,13,33,1,0,100,5,26
755,0,1,169,13,33,1,0,100,5,26
760,0,1,169,13,33,1,0,100,5,26
765,0,1,169,13,33,1,0,100,5,26
770,0,1,169,13,33,1,0,100,5,26
775,0,1,169,13,33,1,0,100,5,26
780,0,1,176,15,46,1,1,104,5,24
785,0,1,176,15,46,1,1,104,5,24
790,0,1,176,15,46,1,1,104,5,24
795,0,1,176,15,46,1,1,104,5,24
800,0,1,176,15,46,1,1,104,5,24
805,0,1,176,15,46,1,1,104,5,24
810,0,1,176,15,46,1,1,104,5,24
815,0,1,176,15,46,1,1,104,5,24
820,0,1,176,15,46,1,1,104,5,24
825,0,1,176,15,46,1,1,104,5,24
830,0,1,176,15,46,1,1,104,5,24
835,0,1,176,15,46,1,1,104,5,24
840,1,1,184,15,42,1,1,105,5,26
845,1,1,184,15,42,1,1,105,5,26
850,1,1,184,15,42,1,1,105,5,26
855,1,1,184,15,42,1,1,105,5,26
860,1,1,184,15,42,1,1,105,5,26
865,1,1,184,15,42,1,1,105,5,26
870,1,1,184,15,42,1,1,105,5,26
875,1,1,184,15,42,1,1,105,5,26
880,1,1,184,15,42,1,1,105,5,26
885,1,1,184,15,42,1,1,105,5,26
890,1,1,184,15,42,1,1,105,5,26
895,1,1,184,15,42,1,1,105,5,26
900,0,1,209,13,37,1,1,109,5,22
905,0,1,209,13,37,1,1,109,5,22
910,0,1,209,13,37,1,1,109,5,22
915,0,1,209,13,37,1,1,109,5,22
920,0,1,209,13,37,1,1,109,5,22
925,0,1,209,13,37,1,1,109,5,22
930,0,1,209,13,37,1,1,109,5,22
935,0,1,209,13,37,1,1,109,5,22
940,0,1,209,13,37,1,1,109,5,22
945,0,1,209,13,37,1,1,109,5,22
950,0,1,209,13,37,1,1,109,5,22
955,0,1,209,13,37,1,1,109,5,22
960,0,1,263,11,22,0,1,121,5,19
965,0,1,263,11,22,0,1,121,5,19
970,0,1,263,11,22,0,1,121,5,19
975,0,1,263,11,22,0,1,121,5,19
980,0,1,263,11,22,0,1,121,5,19
985,0,1,263,11,22,0,1,121,5,19
990,0,1,263,11,22,0,1,121,5,19
995,0,1,263,11,22,0,1,121,5,19
1000,0,1,263,11,22,0,1,121,5,19
1005,0,1,263,11,22,0,1,121,5,19
1010,0,1,263,11,22,0,1,121,5,19
1015,0,1,263,11,22,0,1,121,5,19
1020,0,1,273,8,14,1,1,128,4,13
1025,0,1,273,8,14,1,1,128,4,13
1030,0,1,273,8,14,1,1,128,4,13
1035,0,1,273,8,14,1,1,128,4,13
1040,0,1,273,8,14,1,1,128,4,13
1045,0,1,273,8,14,1,1,128,4,13
1050,0,1,273,8,14,1,1,128,4,13
1055,0,1,273,8,14,1,1,128,4,13
1060,0,1,273,8,14,1,1,128,4,13
1065,0,1,273,8,14,1,1,128,4,13
1070,0,1,273,8,14,1,1,128,4,13
1075,0,1,273,8,14,1,1,128,4,13
1080,1,1,213,6,11,1,1,125,3,14
1085,1,1,213,6,11,1,1,125,3,14
1090,1,1,213,6,11,1,1,125,3,14
1095,1,1,213,6,11,1,1,125,3,14
1100,1,1,213,6,11,1,1,125,3,14
1105,1,1,213,6,11,1,1,125,3,14
1110,1,1,213,6,11,1,1,125,3,14
1115,1,1,213,6,11,1,1,125,3,14
1120,1,1,213,6,11,1,1,125,3,14
1125,1,1,213,6,11,1,1,125,3,14
1130,1,1,213,6,11,1,1,125,3,14
1135,1,1,213,6,11,1,1,125,3,14
1140,0,1,144,5,10,1,0,103,3,12
1145,0,1,144,5,10,1,0,103,3,12
1150,0,1,144,5,10,1,0,103,3,12
1155,0,1,144,5,10,1,0,103,3,12
1160,0,1,144,5,10,1,0,103,3,12
1165,0,1,144,5,10,1,0,103,3,12
1170,0,1,144,5,10,1,0,103,3,12
1175,0,1,144,5,10,1,0,103,3,12
1180,0,1,144,5,10,1,0,103,3,12
1185,0,1,144,5,10,1,0,103,3,12
1190,0,1,144,5,10,1,0,103,3,12
1195,0,1,144,5,10,1,0,103,3,12
1200,0,1,106,4,7,1,0,83,3,9
1205,0,1,106,4,7,1,0,83,3,9
1210,0,1,106,4,7,1,0,83,3,9
1215,0,1,106,4,7,1,0,83,3,9
1220,0,1,106,4,7,1,0,83,3,9
1225,0,1,106,4,7,1,0,83,3,9
1230,0,1,106,4,7,1,0,83,3,9
1235,0,1,106,4,7,1,0,83,3,9
1240,0,1,106,4,7,1,0,83,3,9
1245,0,1,106,4,7,1,0,83,3,9
1250,0,1,106,4,7,1,0,83,3,9
1255,0,1,106,4,7,1,0,83,3,9
1260,0,1,90,3,5,0,0,69,2,7
1265,0,1,90,3,5,0,0,69,2,7
1270,0,1,90,3,5,0,0,69,2,7
1275,0,1,90,3,5,0,0,69,2,7
1280,0,1,90,3,5,0,0,69,2,7
1285,0,1,90,3,5,0,0,69,2,7
1290,0,1,90,3,5,0,0,69,2,7
1295,0,1,90,3,5,0,0,69,2,7
1300,0,1,90,3,5,0,0,69,2,7
1305,0,1,90,3,5,0,0,69,2,7
1310,0,1,90,3,5,0,0,69,2,7
1315,0,1,90,3,5,0,0,69,2,7
1320,0,1,78,3,6,0,0,70,2,4
1325,0,1,78,3,6,0,0,70,2,4
1330,0,1,78,3,6,0,0,70,2,4
1335,0,1,78,3,6,0,0,70,2,4
1340,0,1,78,3,6,0,0,70,2,4
1345,0,1,78,3,6,0,0,70,2,4
1350,0,1,78,3,6,0,0,70,2,4
1355,0,1,78,3,6,0,0,70,2,4
1360,0,1,78,3,6,0,0,70,2,4
1365,0,1,78,3,6,0,0,70,2,4
1370,0,1,78,3,6,0,0,70,2,4
1375,0,1,78,3,6,0,0,70,2,4
1380,0,0,47,5,6,0,0,53,1,4
1385,0,0,47,5,6,0,0,53,1,4
1390,0,0,47,5,6,0,0,53,1,4
1395,0,0,47,5,6,0,0,53,1,4
1400,0,0,47,5,6,0,0,53,1,4
1405,0,0,47,5,6,0,0,53,1,4
1410,0,0,47,5,6,0,0,53,1,4
1415,0,0,47,5,6,0,0,53,1,4
1420,0,0,47,5,6,0,0,53,1,4
1425,0,0,47,5,6,0,0,53,1,4
1430,0,0,47,5,6,0,0,53,1,4
1435,0,0,47,5,6,0,0,53,1,4
