,382 Z 5min,,,,,382 B 5min,,,,
880,1,2,193,12,38,0,1,174,9,27
885,1,2,193,12,38,0,1,174,9,27
890,1,2,193,12,38,0,1,174,9,27
895,1,2,193,12,38,0,1,174,9,27
900,1,2,212,10,34,0,2,206,9,24
905,1,2,212,10,34,0,2,206,9,24
910,1,2,212,10,34,0,2,206,9,24
915,1,2,212,10,34,0,2,206,9,24
920,1,2,212,10,34,0,2,206,9,24
925,1,2,212,10,34,0,2,206,9,24
930,1,2,212,10,34,0,2,206,9,24
935,1,2,212,10,34,0,2,206,9,24
940,1,2,212,10,34,0,2,206,9,24
945,1,2,212,10,34,0,2,206,9,24
950,1,2,212,10,34,0,2,206,9,24
955,1,2,212,10,34,0,2,206,9,24
960,0,3,251,9,19,0,2,234,9,18
965,0,3,251,9,19,0,2,234,9,18
970,0,3,251,9,19,0,2,234,9,18
975,0,3,251,9,19,0,2,234,9,18
980,0,3,251,9,19,0,2,234,9,18
985,0,3,251,9,19,0,2,234,9,18
990,0,3,251,9,19,0,2,234,9,18
995,0,3,251,9,19,0,2,234,9,18
1000,0,3,251,9,19,0,2,234,9,18
1005,0,3,251,9,19,0,2,234,9,18
1010,0,3,251,9,19,0,2,234,9,18
1015,0,3,251,9,19,0,2,234,9,18
1020,0,4,263,7,12,0,2,225,6,13
1025,0,4,263,7,12,0,2,225,6,13
1030,0,4,263,7,12,0,2,225,6,13
1035,0,4,263,7,12,0,2,225,6,13
1040,0,4,263,7,12,0,2,225,6,13
1045,0,4,263,7,12,0,2,225,6,13
1050,0,4,263,7,12,0,2,225,6,13
1055,0,4,263,7,12,0,2,225,6,13
1060,0,4,263,7,12,0,2,225,6,13
1065,0,4,263,7,12,0,2,225,6,13
1070,0,4,263,7,12,0,2,225,6,13
1075,0,4,263,7,12,0,2,225,6,13
1080,0,3,214,5,8,0,2,212,5,12
1085,0,3,214,5,8,0,2,212,5,12
1090,0,3,214,5,8,0,2,212,5,12
1095,0,3,214,5,8,0,2,212,5,12
1100,0,3,214,5,8,0,2,212,5,12
1105,0,3,214,5,8,0,2,212,5,12
1110,0,3,214,5,8,0,2,212,5,12
1115,0,3,214,5,8,0,2,212,5,12
1120,0,3,214,5,8,0,2,212,5,12
1125,0,3,214,5,8,0,2,212,5,12
1130,0,3,214,5,8,0,2,212,5,12
1135,0,3,214,5,8,0,2,212,5,12
1140,0,2,145,4,8,0,1,160,4,10
1145,0,2,145,4,8,0,1,160,4,10
1150,0,2,145,4,8,0,1,160,4,10
1155,0,2,145,4,8,0,1,160,4,10
1160,0,2,145,4,8,0,1,160,4,10
1165,0,2,145,4,8,0,1,160,4,10
1170,0,2,145,4,8,0,1,160,4,10
1175,0,2,145,4,8,0,1,160,4,10
1180,0,2,145,4,8,0,1,160,4,10
1185,0,2,145,4,8,0,1,160,4,10
1190,0,2,145,4,8,0,1,160,4,10
1195,0,2,145,4,8,0,1,160,4,10
1200,0,1,104,3,6,0,1,125,4,7
1205,0,1,104,3,6,0,1,125,4,7
1210,0,1,104,3,6,0,1,125,4,7
1215,0,1,104,3,6,0,1,125,4,7
1220,0,1,104,3,6,0,1,125,4,7
1225,0,1,104,3,6,0,1,125,4,7
1230,0,1,104,3,6,0,1,125,4,7
1235,0,1,104,3,6,0,1,125,4,7
1240,0,1,104,3,6,0,1,125,4,7
1245,0,1,104,3,6,0,1,125,4,7
1250,0,1,104,3,6,0,1,125,4,7
1255,0,1,104,3,6,0,1,125,4,7
1260,0,1,88,2,4,0,1,98,2,5
1265,0,1,88,2,4,0,1,98,2,5
1270,0,1,88,2,4,0,1,98,2,5
1275,0,1,88,2,4,0,1,98,2,5
1280,0,1,88,2,4,0,1,98,2,5
1285,0,1,88,2,4,0,1,98,2,5
1290,0,1,88,2,4,0,1,98,2,5
1295,0,1,88,2,4,0,1,98,2,5
1300,0,1,88,2,4,0,1,98,2,5
1305,0,1,88,2,4,0,1,98,2,5
1310,0,1,88,2,4,0,1,98,2,5
1315,0,1,88,2,4,0,1,98,2,5
1320,0,1,75,2,4,0,1,91,2,4
1325,0,1,75,2,4,0,1,91,2,4
1330,0,1,75,2,4,0,1,91,2,4
1335,0,1,75,2,4,0,1,91,2,4
1340,0,1,75,2,4,0,1,91,2,4
1345,0,1,75,2,4,0,1,91,2,4
1350,0,1,75,2,4,0,1,91,2,4
1355,0,1,75,2,4,0,1,91,2,4
1360,0,1,75,2,4,0,1,91,2,4
1365,0,1,75,2,4,0,1,91,2,4
1370,0,1,75,2,4,0,1,91,2,4
1375,0,1,75,2,4,0,1,91,2,4
1380,0,1,47,3,5,0,0,71,1,3
1385,0,1,47,3,5,0,0,71,1,3
1390,0,1,47,3,5,0,0,71,1,3
1395,0,1,47,3,5,0,0,71,1,3
1400,0,1,47,3,5,0,0,71,1,3
1405,0,1,47,3,5,0,0,71,1,3
1410,0,1,47,3,5,0,0,71,1,3
1415,0,1,47,3,5,0,0,71,1,3
1420,0,1,47,3,5,0,0,71,1,3
1425,0,1,47,3,5,0,0,71,1,3
1430,0,1,47,3,5,0,0,71,1,3
1435,0,1,47,3,5,0,0,71,1,3
