,52 B off,,,,,52 B on,,,,,52 Z off,,,,,52 Z on,,,,
185,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
190,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
195,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
200,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0
205,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0
210,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0
215,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0
220,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0
225,0,0,2,1,0,0,0,1,1,0,0,0,2,1,0,0,0,1,1,0
230,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0
235,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0
240,0,0,2,1,0,0,0,2,1,0,0,0,3,1,0,0,0,2,1,0
245,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0
250,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0
255,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0
260,0,0,6,1,0,0,0,6,1,1,0,0,7,1,1,0,0,6,1,0
265,0,0,6,1,0,0,0,5,1,0,0,0,6,1,0,0,0,6,1,0
270,0,0,7,0,0,0,0,6,0,1,0,0,7,0,1,0,0,7,0,0
275,0,0,7,1,0,0,0,7,1,1,0,0,8,1,1,0,0,7,1,0
280,0,0,8,1,1,0,0,8,1,2,0,0,9,1,3,0,0,8,1,1
285,0,0,8,1,0,0,0,7,1,1,0,0,8,1,1,0,0,7,1,0
290,0,0,7,1,0,0,0,6,1,0,0,0,7,1,0,0,0,7,1,0
295,0,0,8,1,1,0,0,7,1,1,0,0,8,1,1,0,0,7,1,1
300,0,0,8,2,1,0,0,7,2,3,0,0,8,2,3,0,0,7,2,1
305,0,0,9,2,4,0,0,8,1,8,0,0,9,2,8,0,0,9,1,4
310,0,0,12,2,3,0,0,11,2,7,0,0,13,2,7,0,0,12,2,3
315,0,0,14,3,4,0,0,13,3,9,0,0,15,3,9,0,0,13,3,4
320,0,1,18,4,4,0,1,16,3,9,0,1,19,4,9,0,1,17,4,4
325,0,1,19,3,3,0,1,17,3,7,0,1,20,4,7,0,1,18,3,3
330,0,1,21,2,2,0,1,19,2,5,0,1,22,2,5,0,1,20,2,2
335,0,1,25,2,3,0,1,23,2,7,0,1,27,3,8,0,1,24,2,3
340,0,1,26,3,3,0,1,23,3,7,0,1,27,4,7,0,1,25,3,3
345,0,1,30,4,3,0,1,27,4,7,0,1,31,4,7,0,1,29,4,3
350,0,1,28,4,3,0,1,25,4,7,0,1,29,5,8,0,1,27,4,3
355,0,1,31,5,4,0,1,28,4,8,0,1,32,5,8,0,1,30,4,4
360,0,1,33,6,3,0,1,30,5,6,0,1,35,6,6,0,1,32,5,3
365,0,1,37,5,3,0,1,34,4,7,0,1,39,5,8,0,1,36,5,3
370,0,1,40,6,3,0,1,36,5,7,0,1,42,6,7,0,1,38,5,3
375,0,2,43,6,4,0,1,38,5,8,0,2,45,6,8,0,1,41,6,4
380,0,1,48,6,3,0,1,43,6,6,0,1,50,7,6,0,1,46,6,3
385,0,1,49,7,4,0,1,44,7,9,0,1,51,8,9,0,1,47,7,4
390,0,1,50,8,5,0,1,45,8,11,0,1,52,9,11,0,1,48,8,5
395,0,1,51,8,4,0,1,46,7,10,0,1,54,8,10,0,1,49,7,4
400,0,2,54,8,5,0,1,49,8,11,0,2,57,9,11,0,1,52,8,5
405,0,2,51,9,4,0,1,46,8,10,0,2,53,9,10,0,1,49,8,4
410,0,2,49,8,4,0,2,45,7,8,0,2,52,8,8,0,2,48,7,4
415,0,2,49,8,4,0,1,45,8,10,0,2,52,9,10,0,1,48,8,4
420,0,2,47,7,4,0,1,43,7,9,0,2,50,8,9,0,1,46,7,4
425,0,2,49,7,5,0,2,44,6,11,0,2,51,7,11,0,2,47,7,5
430,0,1,50,7,4,0,1,45,7,10,0,1,52,8,10,0,1,48,7,4
435,0,1,46,7,4,0,1,41,6,9,0,1,48,7,9,0,1,44,7,4
440,0,1,47,7,4,0,1,43,6,9,0,1,50,7,9,0,1,46,7,4
445,0,1,47,8,4,0,1,42,7,10,0,1,50,8,10,0,1,45,7,4
450,0,1,49,6,5,0,1,44,6,11,0,1,51,7,11,0,1,47,6,5
455,0,1,49,7,5,0,1,44,7,11,0,1,51,8,11,0,1,47,7,5
460,0,1,47,7,5,0,1,43,6,11,0,1,50,7,11,0,1,46,7,5
465,0,1,44,6,5,0,1,40,6,11,0,1,46,7,11,0,1,42,6,5
470,0,1,39,5,4,0,1,35,4,10,0,1,41,5,10,0,1,38,5,4
475,0,1,40,6,5,0,1,36,5,11,0,1,42,6,11,0,1,39,6,5
480,0,1,36,6,5,0,1,32,5,11,0,1,38,6,11,0,1,35,5,5
485,0,1,36,6,5,0,1,32,5,11,0,1,38,6,11,0,1,35,6,5
490,0,1,34,5,4,0,1,31,5,8,0,1,36,6,8,0,1,33,5,4
495,0,1,36,5,4,0,1,32,5,9,0,1,37,6,9,0,1,34,5,4
500,0,1,33,6,4,0,1,30,5,9,0,1,35,6,9,0,1,32,5,4
505,0,1,32,5,5,0,1,29,4,12,0,1,34,5,12,0,1,31,5,5
510,0,1,31,5,5,0,1,28,4,11,0,1,32,5,11,0,1,30,4,5
515,0,1,29,5,4,0,1,26,4,9,0,1,31,5,9,0,1,28,5,4
520,0,1,27,4,4,0,1,24,4,9,0,1,28,5,9,0,1,26,4,4
525,0,1,25,5,4,0,1,23,4,9,0,1,26,5,9,0,1,24,4,4
530,0,0,23,3,4,0,0,20,3,10,0,0,24,4,10,0,0,22,3,4
535,0,1,22,4,4,0,1,20,3,10,0,1,23,4,10,0,1,21,4,4
540,0,0,21,4,4,0,0,19,3,10,0,0,22,4,10,0,0,20,4,4
545,0,0,21,3,4,0,0,19,3,9,0,0,22,4,9,0,0,21,3,4
550,0,0,22,4,4,0,0,20,3,10,0,0,23,4,10,0,0,21,4,4
555,0,0,21,4,4,0,0,19,3,9,0,0,22,4,9,0,0,21,4,4
560,0,0,21,3,4,0,0,19,3,8,0,0,22,4,8,0,0,20,3,4
565,0,0,23,3,5,0,0,21,3,11,0,0,24,4,11,0,0,22,3,5
570,0,1,21,3,4,0,1,19,3,10,0,1,22,3,10,0,1,20,3,4
575,0,1,22,4,5,0,1,20,4,11,0,1,23,4,11,0,1,21,4,5
580,0,1,23,4,4,0,1,21,4,9,0,1,24,4,9,0,1,22,4,4
585,0,0,21,4,4,0,0,19,3,9,0,0,22,4,9,0,0,21,4,4
590,0,0,20,3,4,0,0,18,3,9,0,0,21,3,9,0,0,20,3,4
595,0,0,19,4,4,0,0,18,3,9,0,0,21,4,9,0,0,19,4,4
600,0,0,21,4,3,0,0,19,4,7,0,0,22,4,8,0,0,20,4,3
605,0,0,20,4,4,0,0,18,4,9,0,0,21,4,9,0,0,20,4,4
610,0,0,19,3,4,0,0,17,3,10,0,0,20,3,10,0,0,18,3,4
615,0,0,22,4,4,0,0,20,4,9,0,0,23,4,9,0,0,21,4,4
620,0,1,21,4,5,0,1,19,3,11,0,1,22,4,11,0,1,20,4,5
625,0,0,20,4,5,0,0,18,4,11,0,0,21,4,11,0,0,19,4,5
630,0,0,21,4,5,0,0,19,4,11,0,0,22,5,11,0,0,20,4,5
635,0,0,21,3,5,0,0,19,3,12,0,0,22,4,12,0,0,20,3,5
640,0,0,21,5,4,0,0,19,4,10,0,0,22,5,10,0,0,21,5,4
645,0,1,22,4,5,0,1,20,4,11,0,1,23,5,11,0,1,21,4,5
650,0,0,23,3,5,0,0,21,3,11,0,0,24,3,11,0,0,22,3,5
655,0,0,22,3,5,0,0,20,3,11,0,0,23,4,11,0,0,21,3,5
660,0,1,23,3,5,0,1,20,3,11,0,1,24,3,11,0,1,22,3,5
665,0,1,22,4,6,0,1,20,4,12,0,1,23,4,13,0,1,21,4,6
670,0,1,21,4,5,0,1,19,4,11,0,1,22,4,11,0,1,20,4,5
675,0,0,21,4,5,0,0,19,4,12,0,0,22,4,12,0,0,20,4,5
680,0,1,22,4,4,0,1,20,4,9,0,1,23,5,9,0,1,21,4,4
685,0,1,23,4,5,0,1,21,4,11,0,1,24,4,11,0,1,22,4,5
690,0,1,25,3,4,0,1,23,3,9,0,1,26,4,9,0,1,24,3,4
695,0,0,23,4,4,0,0,21,4,9,0,0,25,4,9,0,0,23,4,4
700,0,1,23,3,4,0,1,21,3,10,0,1,25,4,10,0,1,23,3,4
705,0,1,24,4,4,0,1,22,4,9,0,1,26,4,9,0,1,24,4,4
710,0,0,23,4,3,0,0,21,4,7,0,0,25,5,8,0,0,23,4,3
715,0,1,24,4,4,0,1,21,3,9,0,1,25,4,9,0,1,23,4,4
720,0,1,25,4,3,0,1,23,3,7,0,1,27,4,8,0,1,24,4,3
725,0,0,25,4,4,0,0,23,3,8,0,0,27,4,8,0,0,24,4,4
730,0,1,26,4,3,0,1,23,3,7,0,1,27,4,8,0,1,25,4,3
735,0,1,25,4,4,0,1,22,4,8,0,1,26,4,8,0,1,24,4,4
740,0,1,25,4,3,0,1,23,3,7,0,1,27,4,8,0,1,24,4,3
745,0,1,23,3,4,0,1,21,3,9,0,1,24,3,9,0,1,22,3,4
750,0,0,23,4,4,0,0,21,3,8,0,0,24,4,8,0,0,22,4,4
755,0,0,22,4,3,0,0,20,4,7,0,0,23,4,8,0,0,21,4,3
760,0,1,24,3,4,0,1,21,3,8,0,1,25,3,8,0,1,23,3,4
765,0,1,23,3,4,0,1,21,3,9,0,1,25,3,9,0,1,23,3,4
770,0,1,23,3,4,0,1,21,3,9,0,1,24,4,9,0,1,22,3,4
775,0,1,23,3,4,0,1,21,3,9,0,1,24,3,9,0,1,22,3,4
780,0,1,24,4,4,0,1,21,4,8,0,1,25,4,8,0,1,23,4,4
785,0,1,25,4,4,0,1,23,4,9,0,1,27,5,9,0,1,24,4,4
790,0,1,27,5,4,0,1,24,4,8,0,1,28,5,8,0,1,26,4,4
795,0,1,26,4,4,0,1,23,3,9,0,1,27,4,9,0,1,25,4,4
800,0,1,25,5,4,0,1,23,4,9,0,1,27,5,9,0,1,24,4,4
805,0,1,27,4,6,0,1,24,4,12,0,1,28,5,13,0,1,26,4,6
810,0,1,29,4,4,0,1,26,4,9,0,1,30,5,9,0,1,28,4,4
815,0,0,29,5,4,0,0,26,4,9,0,0,31,5,9,0,0,28,4,4
820,0,0,27,4,5,0,0,24,4,12,0,0,28,5,12,0,0,26,4,5
825,0,1,28,4,6,0,1,25,4,12,0,1,29,5,13,0,1,27,4,6
830,0,1,24,4,5,0,1,22,4,11,0,1,26,5,11,0,1,24,4,5
835,0,1,24,3,4,0,1,22,3,10,0,1,26,4,10,0,1,24,3,4
840,0,0,23,4,5,0,0,21,3,11,0,0,25,4,11,0,0,23,4,5
845,0,1,25,4,5,0,1,23,4,11,0,1,27,4,11,0,1,24,4,5
850,0,1,28,4,4,0,1,25,4,10,0,1,29,5,10,0,1,27,4,4
855,0,1,28,4,5,0,1,25,3,11,0,1,29,4,11,0,1,27,4,5
860,0,1,31,5,5,0,1,28,4,11,0,1,32,5,11,0,1,30,4,5
865,0,1,27,5,5,0,1,25,4,11,0,1,29,5,11,0,1,26,4,5
870,0,1,29,4,4,0,1,26,4,10,0,1,30,5,10,0,1,28,4,4
875,0,1,28,4,5,0,1,25,4,12,0,1,29,4,12,0,1,27,4,5
880,0,1,29,4,5,0,1,26,4,11,0,1,31,4,11,0,1,28,4,5
885,0,1,28,5,4,0,1,25,4,9,0,1,29,5,9,0,1,27,4,4
890,0,1,27,4,4,0,1,24,3,9,0,1,28,4,9,0,1,26,4,4
895,0,1,25,4,4,0,1,23,4,9,0,1,27,5,9,0,1,24,4,4
900,0,1,28,4,5,0,1,25,4,11,0,1,30,5,11,0,1,27,4,5
905,0,0,27,4,4,0,0,24,3,8,0,0,28,4,8,0,0,26,4,4
910,0,1,30,4,5,0,1,27,4,11,0,1,32,5,11,0,1,29,4,5
915,0,1,30,5,4,0,1,27,4,9,0,1,32,5,9,0,1,29,5,4
920,0,1,30,5,4,0,1,27,4,9,0,1,31,5,9,0,1,29,4,4
925,0,1,32,4,4,0,1,28,4,8,0,1,33,5,8,0,1,30,4,4
930,0,1,34,5,4,0,1,30,5,9,0,1,35,6,9,0,1,33,5,4
935,0,1,35,6,4,0,1,31,5,9,0,1,37,6,9,0,1,34,6,4
940,0,1,35,5,4,0,1,31,4,9,0,1,36,5,9,0,1,33,5,4
945,0,1,34,6,4,0,1,31,5,9,0,1,36,6,9,0,1,33,6,4
950,0,1,36,5,3,0,1,32,5,7,0,1,37,6,8,0,1,34,5,3
955,0,2,35,6,4,0,2,31,5,8,0,2,37,6,8,0,2,34,6,4
960,0,1,35,5,4,0,1,31,5,10,0,1,37,6,10,0,1,34,5,4
965,0,1,40,5,4,0,1,36,4,8,0,1,42,5,8,0,1,39,5,4
970,0,1,41,7,4,0,1,37,6,8,0,1,44,7,8,0,1,40,7,4
975,0,2,44,6,4,0,1,40,6,8,0,2,46,7,8,0,1,42,6,4
980,0,2,42,5,4,0,1,38,4,9,0,2,44,5,9,0,1,41,4,4
985,0,2,43,6,3,0,1,38,6,7,0,2,45,7,7,0,1,41,6,3
990,0,1,43,6,4,0,1,38,5,8,0,1,45,6,8,0,1,41,5,4
995,0,2,47,6,3,0,2,43,6,6,0,2,50,7,6,0,2,46,6,3
1000,0,1,49,7,3,0,1,44,6,7,0,1,51,7,7,0,1,47,7,3
1005,0,1,49,7,3,0,1,44,6,6,0,1,52,7,6,0,1,47,7,3
1010,0,2,48,7,3,0,1,43,6,6,0,2,50,7,6,0,1,46,7,3
1015,0,1,46,6,3,0,1,41,5,6,0,1,48,6,6,0,1,44,6,3
1020,0,2,49,6,3,0,1,44,6,6,0,2,52,7,6,0,1,47,6,3
1025,0,2,57,6,3,0,2,51,6,7,0,2,60,7,8,0,2,55,6,3
1030,0,2,54,6,3,0,2,49,5,6,0,2,57,6,6,0,2,52,5,3
1035,0,1,55,6,2,0,1,50,5,4,0,1,58,6,4,0,1,53,6,2
1040,0,1,54,6,2,0,1,49,5,4,0,1,57,6,4,0,1,52,6,2
1045,0,1,55,5,3,0,1,49,5,6,0,1,58,6,6,0,1,53,5,3
1050,0,2,51,5,2,0,2,46,5,4,0,2,53,6,4,0,2,49,5,2
1055,0,1,53,6,3,0,1,48,5,6,0,1,56,6,6,0,1,52,6,3
1060,0,1,53,5,2,0,1,48,4,5,0,1,56,5,5,0,1,52,5,2
1065,0,2,50,6,1,0,1,45,5,3,0,2,53,6,3,0,1,48,5,1
1070,0,2,48,5,2,0,1,43,4,4,0,2,50,5,4,0,1,46,5,2
1075,0,1,49,6,1,0,1,44,6,3,0,1,51,7,3,0,1,47,6,1
1080,0,1,45,5,2,0,1,40,5,4,0,1,47,6,4,0,1,43,5,2
1085,0,2,44,5,2,0,2,40,4,5,0,2,46,5,5,0,2,42,4,2
1090,0,1,44,4,2,0,1,40,4,4,0,1,47,5,4,0,1,43,4,2
1095,0,2,42,4,2,0,2,38,4,4,0,2,44,5,4,0,2,40,4,2
1100,0,1,40,4,2,0,1,37,3,4,0,1,43,4,4,0,1,39,4,2
1105,0,2,38,3,1,0,2,34,3,2,0,2,40,4,2,0,2,37,3,1
1110,0,2,37,3,1,0,1,33,3,2,0,2,39,3,3,0,1,36,3,1
1115,0,2,37,3,2,0,2,33,3,4,0,2,39,3,4,0,2,36,3,2
1120,0,1,34,4,1,0,1,30,3,2,0,1,35,4,3,0,1,33,4,1
1125,0,2,32,3,2,0,1,29,3,4,0,2,34,4,4,0,1,31,3,2
1130,0,1,31,4,2,0,1,28,3,4,0,1,33,4,4,0,1,30,4,2
1135,0,1,29,3,1,0,1,26,3,2,0,1,30,4,3,0,1,28,3,1
1140,0,1,27,3,1,0,1,25,3,2,0,1,29,4,3,0,1,27,3,1
1145,0,1,27,2,2,0,1,25,2,5,0,1,29,2,5,0,1,27,2,2
1150,0,1,26,3,1,0,1,24,3,2,0,1,28,3,3,0,1,25,3,1
1155,0,1,26,4,1,0,1,24,3,3,0,1,28,4,3,0,1,25,4,1
1160,0,0,25,3,1,0,0,23,3,2,0,0,27,3,3,0,0,24,3,1
1165,0,1,24,3,1,0,1,21,3,1,0,1,25,3,1,0,1,23,3,1
1170,0,1,19,2,1,0,1,17,2,1,0,1,20,3,1,0,1,19,2,1
1175,0,1,22,2,1,0,1,20,2,2,0,1,23,2,3,0,1,21,2,1
1180,0,1,20,2,0,0,1,18,2,1,0,1,21,3,1,0,1,20,2,0
1185,0,1,20,2,1,0,1,18,2,1,0,1,21,2,1,0,1,19,2,1
1190,0,1,19,2,0,0,1,17,2,1,0,1,20,2,1,0,1,18,2,0
1195,0,0,18,2,1,0,0,16,2,1,0,0,19,2,1,0,0,17,2,1
1200,0,1,17,2,1,0,1,15,2,2,0,1,18,2,2,0,1,16,2,1
1205,0,1,17,2,1,0,1,15,2,2,0,1,18,2,2,0,1,16,2,1
1210,0,0,18,2,0,0,0,16,1,1,0,0,19,2,1,0,0,17,1,0
1215,0,1,18,2,1,0,1,16,2,1,0,1,19,2,1,0,1,18,2,1
1220,0,1,19,2,1,0,1,17,1,1,0,1,20,2,1,0,1,18,1,1
1225,0,1,17,1,0,0,1,16,1,1,0,1,18,1,1,0,1,17,1,0
1230,0,1,17,2,0,0,1,15,2,1,0,1,18,2,1,0,1,16,2,0
1235,0,1,15,2,0,0,1,14,2,1,0,1,16,2,1,0,1,15,2,0
1240,0,1,16,2,1,0,1,14,2,1,0,1,17,2,1,0,1,15,2,1
1245,0,0,16,2,1,0,0,14,1,1,0,0,17,2,1,0,0,16,1,1
1250,0,1,15,2,0,0,1,13,1,1,0,1,16,2,1,0,1,14,1,0
1255,0,1,14,2,1,0,1,13,1,1,0,1,15,2,1,0,1,13,1,1
1260,0,1,13,1,0,0,1,12,1,0,0,1,14,1,0,0,1,13,1,0
1265,0,1,14,2,1,0,1,12,1,1,0,1,14,2,1,0,1,13,1,1
1270,0,0,14,2,0,0,0,12,2,0,0,0,14,2,0,0,0,13,2,0
1275,0,1,13,2,0,0,1,12,2,0,0,1,14,2,0,0,1,13,2,0
1280,0,1,13,2,0,0,1,11,1,0,0,1,13,2,0,0,1,12,1,0
1285,0,0,17,2,1,0,0,15,1,1,0,0,18,2,1,0,0,16,1,1
1290,0,1,15,2,0,0,1,13,1,1,0,1,15,2,1,0,1,14,1,0
1295,0,0,14,1,0,0,0,13,1,1,0,0,15,1,1,0,0,14,1,0
1300,0,1,15,1,0,0,1,13,1,0,0,1,15,1,0,0,1,14,1,0
1305,0,0,14,1,0,0,0,13,1,0,0,0,15,1,0,0,0,13,1,0
1310,0,0,13,1,0,0,0,12,1,1,0,0,14,1,1,0,0,13,1,0
1315,0,0,12,2,0,0,0,11,2,0,0,0,13,2,0,0,0,12,2,0
1320,0,0,13,1,0,0,0,12,1,0,0,0,14,1,0,0,0,13,1,0
1325,0,0,13,1,0,0,0,12,1,1,0,0,14,1,1,0,0,13,1,0
1330,0,1,14,1,1,0,1,12,1,1,0,1,14,1,1,0,1,13,1,1
1335,0,1,13,1,0,0,1,12,1,0,0,1,14,1,0,0,1,13,1,0
1340,0,1,12,1,0,0,1,11,1,0,0,1,13,1,0,0,1,12,1,0
1345,0,0,13,2,0,0,0,12,2,0,0,0,14,2,0,0,0,13,2,0
1350,0,1,13,2,0,0,1,12,1,0,0,1,14,2,0,0,1,13,1,0
1355,0,0,11,1,0,0,0,10,1,0,0,0,12,1,0,0,0,11,1,0
1360,0,0,11,1,0,0,0,9,1,1,0,0,11,1,1,0,0,10,1,0
1365,0,0,10,1,0,0,0,9,1,1,0,0,10,1,1,0,0,10,1,0
1370,0,0,10,1,0,0,0,9,1,0,0,0,10,1,0,0,0,9,1,0
1375,0,0,8,1,0,0,0,8,1,0,0,0,9,1,0,0,0,8,1,0
1380,0,0,9,1,0,0,0,8,1,0,0,0,10,1,0,0,0,9,1,0
1385,0,0,7,1,0,0,0,6,1,0,0,0,7,1,0,0,0,7,1,0
1390,0,0,10,1,0,0,0,9,1,0,0,0,10,1,0,0,0,9,1,0
1395,0,0,8,1,0,0,0,7,1,0,0,0,8,1,0,0,0,7,1,0
1400,0,0,7,0,0,0,0,6,0,1,0,0,7,0,1,0,0,7,0,0
1405,0,0,6,1,0,0,0,6,1,0,0,0,7,1,0,0,0,6,1,0
1410,0,0,6,1,0,0,0,6,1,0,0,0,7,1,0,0,0,6,1,0
1415,0,0,6,0,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,0
1420,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0
1425,0,0,6,1,0,0,0,6,1,0,0,0,7,1,0,0,0,6,1,0
1430,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,0
1435,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0
