,229 Z 5min,,,,,229 B 5min,,,,
600,1,1,141,19,28,1,2,140,20,29
605,1,1,141,19,28,1,2,140,20,29
610,1,1,141,19,28,1,2,140,20,29
615,1,1,141,19,28,1,2,140,20,29
620,1,1,141,19,28,1,2,140,20,29
625,1,1,141,19,28,1,2,140,20,29
630,1,1,141,19,28,1,2,140,20,29
635,1,1,141,19,28,1,2,140,20,29
640,1,1,141,19,28,1,2,140,20,29
645,1,1,141,19,28,1,2,140,20,29
650,1,1,141,19,28,1,2,140,20,29
655,1,1,141,19,28,1,2,140,20,29
660,1,1,146,19,27,1,2,146,21,26
665,1,1,146,19,27,1,2,146,21,26
670,1,1,146,19,27,1,2,146,21,26
675,1,1,146,19,27,1,2,146,21,26
680,1,1,146,19,27,1,2,146,21,26
685,1,1,146,19,27,1,2,146,21,26
690,1,1,146,19,27,1,2,146,21,26
695,1,1,146,19,27,1,2,146,21,26
700,1,1,146,19,27,1,2,146,21,26
705,1,1,146,19,27,1,2,146,21,26
710,1,1,146,19,27,1,2,146,21,26
715,1,1,146,19,27,1,2,146,21,26
720,1,2,162,19,27,1,2,154,20,25
725,1,2,162,19,27,1,2,154,20,25
730,1,2,162,19,27,1,2,154,20,25
735,1,2,162,19,27,1,2,154,20,25
740,1,2,162,19,27,1,2,154,20,25
745,1,2,162,19,27,1,2,154,20,25
750,1,2,162,19,27,1,2,154,20,25
755,1,2,162,19,27,1,2,154,20,25
760,1,2,162,19,27,1,2,154,20,25
765,1,2,162,19,27,1,2,154,20,25
770,1,2,162,19,27,1,2,154,20,25
775,1,2,162,19,27,1,2,154,20,25
780,1,2,170,23,29,1,2,161,19,26
785,1,2,170,23,29,1,2,161,19,26
790,1,2,170,23,29,1,2,161,19,26
795,1,2,170,23,29,1,2,161,19,26
800,1,2,170,23,29,1,2,161,19,26
805,1,2,170,23,29,1,2,161,19,26
810,1,2,170,23,29,1,2,161,19,26
815,1,2,170,23,29,1,2,161,19,26
820,1,2,170,23,29,1,2,161,19,26
825,1,2,170,23,29,1,2,161,19,26
830,1,2,170,23,29,1,2,161,19,26
835,1,2,170,23,29,1,2,161,19,26
840,1,2,175,21,29,1,2,172,21,27
845,1,2,175,21,29,1,2,172,21,27
850,1,2,175,21,29,1,2,172,21,27
855,1,2,175,21,29,1,2,172,21,27
860,1,2,175,21,29,1,2,172,21,27
865,1,2,175,21,29,1,2,172,21,27
870,1,2,175,21,29,1,2,172,21,27
875,1,2,175,21,29,1,2,172,21,27
880,1,2,175,21,29,1,2,172,21,27
885,1,2,175,21,29,1,2,172,21,27
890,1,2,175,21,29,1,2,172,21,27
895,1,2,175,21,29,1,2,172,21,27
900,0,2,199,21,24,1,2,199,24,26
905,0,2,199,21,24,1,2,199,24,26
910,0,2,199,21,24,1,2,199,24,26
915,0,2,199,21,24,1,2,199,24,26
920,0,2,199,21,24,1,2,199,24,26
925,0,2,199,21,24,1,2,199,24,26
930,0,2,199,21,24,1,2,199,24,26
935,0,2,199,21,24,1,2,199,24,26
940,0,2,199,21,24,1,2,199,24,26
945,0,2,199,21,24,1,2,199,24,26
950,0,2,199,21,24,1,2,199,24,26
955,0,2,199,21,24,1,2,199,24,26
960,0,2,233,22,19,0,2,237,29,20
965,0,2,233,22,19,0,2,237,29,20
970,0,2,233,22,19,0,2,237,29,20
975,0,2,233,22,19,0,2,237,29,20
980,0,2,233,22,19,0,2,237,29,20
985,0,2,233,22,19,0,2,237,29,20
990,0,2,233,22,19,0,2,237,29,20
995,0,2,233,22,19,0,2,237,29,20
1000,0,2,233,22,19,0,2,237,29,20
1005,0,2,233,22,19,0,2,237,29,20
1010,0,2,233,22,19,0,2,237,29,20
1015,0,2,233,22,19,0,2,237,29,20
1020,0,2,247,19,14,0,2,248,21,14
1025,0,2,247,19,14,0,2,248,21,14
1030,0,2,247,19,14,0,2,248,21,14
1035,0,2,247,19,14,0,2,248,21,14
1040,0,2,247,19,14,0,2,248,21,14
1045,0,2,247,19,14,0,2,248,21,14
1050,0,2,247,19,14,0,2,248,21,14
1055,0,2,247,19,14,0,2,248,21,14
1060,0,2,247,19,14,0,2,248,21,14
1065,0,2,247,19,14,0,2,248,21,14
1070,0,2,247,19,14,0,2,248,21,14
1075,0,2,247,19,14,0,2,248,21,14
1080,0,2,200,14,12,0,2,204,15,13
1085,0,2,200,14,12,0,2,204,15,13
1090,0,2,200,14,12,0,2,204,15,13
1095,0,2,200,14,12,0,2,204,15,13
1100,0,2,200,14,12,0,2,204,15,13
1105,0,2,200,14,12,0,2,204,15,13
1110,0,2,200,14,12,0,2,204,15,13
1115,0,2,200,14,12,0,2,204,15,13
1120,0,2,200,14,12,0,2,204,15,13
1125,0,2,200,14,12,0,2,204,15,13
1130,0,2,200,14,12,0,2,204,15,13
1135,0,2,200,14,12,0,2,204,15,13
1140,0,2,140,9,9,0,2,145,10,11
1145,0,2,140,9,9,0,2,145,10,11
1150,0,2,140,9,9,0,2,145,10,11
1155,0,2,140,9,9,0,2,145,10,11
1160,0,2,140,9,9,0,2,145,10,11
1165,0,2,140,9,9,0,2,145,10,11
1170,0,2,140,9,9,0,2,145,10,11
1175,0,2,140,9,9,0,2,145,10,11
1180,0,2,140,9,9,0,2,145,10,11
1185,0,2,140,9,9,0,2,145,10,11
1190,0,2,140,9,9,0,2,145,10,11
1195,0,2,140,9,9,0,2,145,10,11
1200,0,1,99,7,7,0,1,105,9,9
1205,0,1,99,7,7,0,1,105,9,9
1210,0,1,99,7,7,0,1,105,9,9
1215,0,1,99,7,7,0,1,105,9,9
1220,0,1,99,7,7,0,1,105,9,9
1225,0,1,99,7,7,0,1,105,9,9
1230,0,1,99,7,7,0,1,105,9,9
1235,0,1,99,7,7,0,1,105,9,9
1240,0,1,99,7,7,0,1,105,9,9
1245,0,1,99,7,7,0,1,105,9,9
1250,0,1,99,7,7,0,1,105,9,9
1255,0,1,99,7,7,0,1,105,9,9
1260,0,1,84,6,6,0,1,85,7,6
1265,0,1,84,6,6,0,1,85,7,6
1270,0,1,84,6,6,0,1,85,7,6
1275,0,1,84,6,6,0,1,85,7,6
1280,0,1,84,6,6,0,1,85,7,6
1285,0,1,84,6,6,0,1,85,7,6
1290,0,1,84,6,6,0,1,85,7,6
1295,0,1,84,6,6,0,1,85,7,6
1300,0,1,84,6,6,0,1,85,7,6
1305,0,1,84,6,6,0,1,85,7,6
1310,0,1,84,6,6,0,1,85,7,6
1315,0,1,84,6,6,0,1,85,7,6
1320,0,1,72,6,5,0,1,75,6,5
1325,0,1,72,6,5,0,1,75,6,5
1330,0,1,72,6,5,0,1,75,6,5
1335,0,1,72,6,5,0,1,75,6,5
1340,0,1,72,6,5,0,1,75,6,5
1345,0,1,72,6,5,0,1,75,6,5
1350,0,1,72,6,5,0,1,75,6,5
1355,0,1,72,6,5,0,1,75,6,5
1360,0,1,72,6,5,0,1,75,6,5
1365,0,1,72,6,5,0,1,75,6,5
1370,0,1,72,6,5,0,1,75,6,5
1375,0,1,72,6,5,0,1,75,6,5
1380,0,1,45,6,5,0,1,61,5,5
1385,0,1,45,6,5,0,1,61,5,5
1390,0,1,45,6,5,0,1,61,5,5
1395,0,1,45,6,5,0,1,61,5,5
1400,0,1,45,6,5,0,1,61,5,5
1405,0,1,45,6,5,0,1,61,5,5
1410,0,1,45,6,5,0,1,61,5,5
1415,0,1,45,6,5,0,1,61,5,5
1420,0,1,45,6,5,0,1,61,5,5
1425,0,1,45,6,5,0,1,61,5,5
1430,0,1,45,6,5,0,1,61,5,5
1435,0,1,45,6,5,0,1,61,5,5
