,298 Z 5min,,,,,298 B 5min,,,,
220,0,0,12,2,4,0,0,10,1,2
225,0,0,12,2,4,0,0,10,1,2
230,0,0,12,2,4,0,0,10,1,2
235,0,0,12,2,4,0,0,10,1,2
240,0,0,32,2,9,0,0,27,2,3
245,0,0,32,2,9,0,0,27,2,3
250,0,0,32,2,9,0,0,27,2,3
255,0,0,32,2,9,0,0,27,2,3
260,0,0,32,2,9,0,0,27,2,3
265,0,0,32,2,9,0,0,27,2,3
270,0,0,32,2,9,0,0,27,2,3
275,0,0,32,2,9,0,0,27,2,3
280,0,0,32,2,9,0,0,27,2,3
285,0,0,32,2,9,0,0,27,2,3
290,0,0,32,2,9,0,0,27,2,3
295,0,0,32,2,9,0,0,27,2,3
300,0,1,133,9,34,0,0,75,7,17
305,0,1,133,9,34,0,0,75,7,17
310,0,1,133,9,34,0,0,75,7,17
315,0,1,133,9,34,0,0,75,7,17
320,0,1,133,9,34,0,0,75,7,17
325,0,1,133,9,34,0,0,75,7,17
330,0,1,133,9,34,0,0,75,7,17
335,0,1,133,9,34,0,0,75,7,17
340,0,1,133,9,34,0,0,75,7,17
345,0,1,133,9,34,0,0,75,7,17
350,0,1,133,9,34,0,0,75,7,17
355,0,1,133,9,34,0,0,75,7,17
360,0,1,220,14,30,0,1,179,12,26
365,0,1,220,14,30,0,1,179,12,26
370,0,1,220,14,30,0,1,179,12,26
375,0,1,220,14,30,0,1,179,12,26
380,0,1,220,14,30,0,1,179,12,26
385,0,1,220,14,30,0,1,179,12,26
390,0,1,220,14,30,0,1,179,12,26
395,0,1,220,14,30,0,1,179,12,26
400,0,1,220,14,30,0,1,179,12,26
405,0,1,220,14,30,0,1,179,12,26
410,0,1,220,14,30,0,1,179,12,26
415,0,1,220,14,30,0,1,179,12,26
420,0,1,207,14,23,0,1,181,10,17
425,0,1,207,14,23,0,1,181,10,17
430,0,1,207,14,23,0,1,181,10,17
435,0,1,207,14,23,0,1,181,10,17
440,0,1,207,14,23,0,1,181,10,17
445,0,1,207,14,23,0,1,181,10,17
450,0,1,207,14,23,0,1,181,10,17
455,0,1,207,14,23,0,1,181,10,17
460,0,1,207,14,23,0,1,181,10,17
465,0,1,207,14,23,0,1,181,10,17
470,0,1,207,14,23,0,1,181,10,17
475,0,1,207,14,23,0,1,181,10,17
480,0,1,188,13,26,0,1,147,10,19
485,0,1,188,13,26,0,1,147,10,19
490,0,1,188,13,26,0,1,147,10,19
495,0,1,188,13,26,0,1,147,10,19
500,0,1,188,13,26,0,1,147,10,19
505,0,1,188,13,26,0,1,147,10,19
510,0,1,188,13,26,0,1,147,10,19
515,0,1,188,13,26,0,1,147,10,19
520,0,1,188,13,26,0,1,147,10,19
525,0,1,188,13,26,0,1,147,10,19
530,0,1,188,13,26,0,1,147,10,19
535,0,1,188,13,26,0,1,147,10,19
540,0,1,164,12,30,0,1,131,11,24
545,0,1,164,12,30,0,1,131,11,24
550,0,1,164,12,30,0,1,131,11,24
555,0,1,164,12,30,0,1,131,11,24
560,0,1,164,12,30,0,1,131,11,24
565,0,1,164,12,30,0,1,131,11,24
570,0,1,164,12,30,0,1,131,11,24
575,0,1,164,12,30,0,1,131,11,24
580,0,1,164,12,30,0,1,131,11,24
585,0,1,164,12,30,0,1,131,11,24
590,0,1,164,12,30,0,1,131,11,24
595,0,1,164,12,30,0,1,131,11,24
600,0,1,156,12,30,0,1,130,12,24
605,0,1,156,12,30,0,1,130,12,24
610,0,1,156,12,30,0,1,130,12,24
615,0,1,156,12,30,0,1,130,12,24
620,0,1,156,12,30,0,1,130,12,24
625,0,1,156,12,30,0,1,130,12,24
630,0,1,156,12,30,0,1,130,12,24
635,0,1,156,12,30,0,1,130,12,24
640,0,1,156,12,30,0,1,130,12,24
645,0,1,156,12,30,0,1,130,12,24
650,0,1,156,12,30,0,1,130,12,24
655,0,1,156,12,30,0,1,130,12,24
660,0,1,159,12,27,0,1,137,11,23
665,0,1,159,12,27,0,1,137,11,23
670,0,1,159,12,27,0,1,137,11,23
675,0,1,159,12,27,0,1,137,11,23
680,0,1,159,12,27,0,1,137,11,23
685,0,1,159,12,27,0,1,137,11,23
690,0,1,159,12,27,0,1,137,11,23
695,0,1,159,12,27,0,1,137,11,23
700,0,1,159,12,27,0,1,137,11,23
705,0,1,159,12,27,0,1,137,11,23
710,0,1,159,12,27,0,1,137,11,23
715,0,1,159,12,27,0,1,137,11,23
720,0,1,169,12,25,0,1,151,11,21
725,0,1,169,12,25,0,1,151,11,21
730,0,1,169,12,25,0,1,151,11,21
735,0,1,169,12,25,0,1,151,11,21
740,0,1,169,12,25,0,1,151,11,21
745,0,1,169,12,25,0,1,151,11,21
750,0,1,169,12,25,0,1,151,11,21
755,0,1,169,12,25,0,1,151,11,21
760,0,1,169,12,25,0,1,151,11,21
765,0,1,169,12,25,0,1,151,11,21
770,0,1,169,12,25,0,1,151,11,21
775,0,1,169,12,25,0,1,151,11,21
780,0,1,175,14,28,0,1,153,10,19
785,0,1,175,14,28,0,1,153,10,19
790,0,1,175,14,28,0,1,153,10,19
795,0,1,175,14,28,0,1,153,10,19
800,0,1,175,14,28,0,1,153,10,19
805,0,1,175,14,28,0,1,153,10,19
810,0,1,175,14,28,0,1,153,10,19
815,0,1,175,14,28,0,1,153,10,19
820,0,1,175,14,28,0,1,153,10,19
825,0,1,175,14,28,0,1,153,10,19
830,0,1,175,14,28,0,1,153,10,19
835,0,1,175,14,28,0,1,153,10,19
840,0,1,183,13,29,0,1,162,11,21
845,0,1,183,13,29,0,1,162,11,21
850,0,1,183,13,29,0,1,162,11,21
855,0,1,183,13,29,0,1,162,11,21
860,0,1,183,13,29,0,1,162,11,21
865,0,1,183,13,29,0,1,162,11,21
870,0,1,183,13,29,0,1,162,11,21
875,0,1,183,13,29,0,1,162,11,21
880,0,1,183,13,29,0,1,162,11,21
885,0,1,183,13,29,0,1,162,11,21
890,0,1,183,13,29,0,1,162,11,21
895,0,1,183,13,29,0,1,162,11,21
900,0,1,205,11,24,0,1,187,11,19
905,0,1,205,11,24,0,1,187,11,19
910,0,1,205,11,24,0,1,187,11,19
915,0,1,205,11,24,0,1,187,11,19
920,0,1,205,11,24,0,1,187,11,19
925,0,1,205,11,24,0,1,187,11,19
930,0,1,205,11,24,0,1,187,11,19
935,0,1,205,11,24,0,1,187,11,19
940,0,1,205,11,24,0,1,187,11,19
945,0,1,205,11,24,0,1,187,11,19
950,0,1,205,11,24,0,1,187,11,19
955,0,1,205,11,24,0,1,187,11,19
960,0,1,246,11,17,0,1,212,12,15
965,0,1,246,11,17,0,1,212,12,15
970,0,1,246,11,17,0,1,212,12,15
975,0,1,246,11,17,0,1,212,12,15
980,0,1,246,11,17,0,1,212,12,15
985,0,1,246,11,17,0,1,212,12,15
990,0,1,246,11,17,0,1,212,12,15
995,0,1,246,11,17,0,1,212,12,15
1000,0,1,246,11,17,0,1,212,12,15
1005,0,1,246,11,17,0,1,212,12,15
1010,0,1,246,11,17,0,1,212,12,15
1015,0,1,246,11,17,0,1,212,12,15
1020,0,1,258,9,11,0,1,211,9,12
1025,0,1,258,9,11,0,1,211,9,12
1030,0,1,258,9,11,0,1,211,9,12
1035,0,1,258,9,11,0,1,211,9,12
1040,0,1,258,9,11,0,1,211,9,12
1045,0,1,258,9,11,0,1,211,9,12
1050,0,1,258,9,11,0,1,211,9,12
1055,0,1,258,9,11,0,1,211,9,12
1060,0,1,258,9,11,0,1,211,9,12
1065,0,1,258,9,11,0,1,211,9,12
1070,0,1,258,9,11,0,1,211,9,12
1075,0,1,258,9,11,0,1,211,9,12
1080,0,1,210,6,9,0,1,198,7,11
1085,0,1,210,6,9,0,1,198,7,11
1090,0,1,210,6,9,0,1,198,7,11
1095,0,1,210,6,9,0,1,198,7,11
1100,0,1,210,6,9,0,1,198,7,11
1105,0,1,210,6,9,0,1,198,7,11
1110,0,1,210,6,9,0,1,198,7,11
1115,0,1,210,6,9,0,1,198,7,11
1120,0,1,210,6,9,0,1,198,7,11
1125,0,1,210,6,9,0,1,198,7,11
1130,0,1,210,6,9,0,1,198,7,11
1135,0,1,210,6,9,0,1,198,7,11
1140,0,1,143,5,8,0,1,150,5,9
1145,0,1,143,5,8,0,1,150,5,9
1150,0,1,143,5,8,0,1,150,5,9
1155,0,1,143,5,8,0,1,150,5,9
1160,0,1,143,5,8,0,1,150,5,9
1165,0,1,143,5,8,0,1,150,5,9
1170,0,1,143,5,8,0,1,150,5,9
1175,0,1,143,5,8,0,1,150,5,9
1180,0,1,143,5,8,0,1,150,5,9
1185,0,1,143,5,8,0,1,150,5,9
1190,0,1,143,5,8,0,1,150,5,9
1195,0,1,143,5,8,0,1,150,5,9
1200,0,1,103,4,6,0,1,115,6,7
1205,0,1,103,4,6,0,1,115,6,7
1210,0,1,103,4,6,0,1,115,6,7
1215,0,1,103,4,6,0,1,115,6,7
1220,0,1,103,4,6,0,1,115,6,7
1225,0,1,103,4,6,0,1,115,6,7
1230,0,1,103,4,6,0,1,115,6,7
1235,0,1,103,4,6,0,1,115,6,7
1240,0,1,103,4,6,0,1,115,6,7
1245,0,1,103,4,6,0,1,115,6,7
1250,0,1,103,4,6,0,1,115,6,7
1255,0,1,103,4,6,0,1,115,6,7
1260,0,1,87,3,4,0,0,90,4,5
1265,0,1,87,3,4,0,0,90,4,5
1270,0,1,87,3,4,0,0,90,4,5
1275,0,1,87,3,4,0,0,90,4,5
1280,0,1,87,3,4,0,0,90,4,5
1285,0,1,87,3,4,0,0,90,4,5
1290,0,1,87,3,4,0,0,90,4,5
1295,0,1,87,3,4,0,0,90,4,5
1300,0,1,87,3,4,0,0,90,4,5
1305,0,1,87,3,4,0,0,90,4,5
1310,0,1,87,3,4,0,0,90,4,5
1315,0,1,87,3,4,0,0,90,4,5
1320,0,0,75,3,4,0,0,83,3,4
1325,0,0,75,3,4,0,0,83,3,4
1330,0,0,75,3,4,0,0,83,3,4
1335,0,0,75,3,4,0,0,83,3,4
1340,0,0,75,3,4,0,0,83,3,4
1345,0,0,75,3,4,0,0,83,3,4
1350,0,0,75,3,4,0,0,83,3,4
1355,0,0,75,3,4,0,0,83,3,4
1360,0,0,75,3,4,0,0,83,3,4
1365,0,0,75,3,4,0,0,83,3,4
1370,0,0,75,3,4,0,0,83,3,4
1375,0,0,75,3,4,0,0,83,3,4
1380,0,0,47,5,5,0,0,65,2,3
1385,0,0,47,5,5,0,0,65,2,3
1390,0,0,47,5,5,0,0,65,2,3
1395,0,0,47,5,5,0,0,65,2,3
1400,0,0,47,5,5,0,0,65,2,3
1405,0,0,47,5,5,0,0,65,2,3
1410,0,0,47,5,5,0,0,65,2,3
1415,0,0,47,5,5,0,0,65,2,3
1420,0,0,47,5,5,0,0,65,2,3
1425,0,0,47,5,5,0,0,65,2,3
1430,0,0,47,5,5,0,0,65,2,3
1435,0,0,47,5,5,0,0,65,2,3
