,298 Z 5min,,,,,298 B 5min,,,,
495,0,1,242,16,28,0,1,207,14,26
500,0,1,242,16,28,0,1,207,14,26
505,0,1,242,16,28,0,1,207,14,26
510,0,1,242,16,28,0,1,207,14,26
515,0,1,242,16,28,0,1,207,14,26
520,0,1,242,16,28,0,1,207,14,26
525,0,1,242,16,28,0,1,207,14,26
530,0,1,242,16,28,0,1,207,14,26
535,0,1,242,16,28,0,1,207,14,26
540,0,1,211,15,32,0,1,184,15,33
545,0,1,211,15,32,0,1,184,15,33
550,0,1,211,15,32,0,1,184,15,33
555,0,1,211,15,32,0,1,184,15,33
560,0,1,211,15,32,0,1,184,15,33
565,0,1,211,15,32,0,1,184,15,33
570,0,1,211,15,32,0,1,184,15,33
575,0,1,211,15,32,0,1,184,15,33
580,0,1,211,15,32,0,1,184,15,33
585,0,1,211,15,32,0,1,184,15,33
590,0,1,211,15,32,0,1,184,15,33
595,0,1,211,15,32,0,1,184,15,33
600,0,1,201,15,33,0,1,184,16,33
605,0,1,201,15,33,0,1,184,16,33
610,0,1,201,15,33,0,1,184,16,33
615,0,1,201,15,33,0,1,184,16,33
620,0,1,201,15,33,0,1,184,16,33
625,0,1,201,15,33,0,1,184,16,33
630,0,1,201,15,33,0,1,184,16,33
635,0,1,201,15,33,0,1,184,16,33
640,0,1,201,15,33,0,1,184,16,33
645,0,1,201,15,33,0,1,184,16,33
650,0,1,201,15,33,0,1,184,16,33
655,0,1,201,15,33,0,1,184,16,33
660,0,1,204,15,29,0,1,193,16,31
665,0,1,204,15,29,0,1,193,16,31
670,0,1,204,15,29,0,1,193,16,31
675,0,1,204,15,29,0,1,193,16,31
680,0,1,204,15,29,0,1,193,16,31
685,0,1,204,15,29,0,1,193,16,31
690,0,1,204,15,29,0,1,193,16,31
695,0,1,204,15,29,0,1,193,16,31
700,0,1,204,15,29,0,1,193,16,31
705,0,1,204,15,29,0,1,193,16,31
710,0,1,204,15,29,0,1,193,16,31
715,0,1,204,15,29,0,1,193,16,31
720,0,1,217,15,27,0,1,212,15,29
725,0,1,217,15,27,0,1,212,15,29
730,0,1,217,15,27,0,1,212,15,29
735,0,1,217,15,27,0,1,212,15,29
740,0,1,217,15,27,0,1,212,15,29
745,0,1,217,15,27,0,1,212,15,29
750,0,1,217,15,27,0,1,212,15,29
755,0,1,217,15,27,0,1,212,15,29
760,0,1,217,15,27,0,1,212,15,29
765,0,1,217,15,27,0,1,212,15,29
770,0,1,217,15,27,0,1,212,15,29
775,0,1,217,15,27,0,1,212,15,29
780,0,1,226,17,30,0,1,215,14,27
785,0,1,226,17,30,0,1,215,14,27
790,0,1,226,17,30,0,1,215,14,27
795,0,1,226,17,30,0,1,215,14,27
800,0,1,226,17,30,0,1,215,14,27
805,0,1,226,17,30,0,1,215,14,27
810,0,1,226,17,30,0,1,215,14,27
815,0,1,226,17,30,0,1,215,14,27
820,0,1,226,17,30,0,1,215,14,27
825,0,1,226,17,30,0,1,215,14,27
830,0,1,226,17,30,0,1,215,14,27
835,0,1,226,17,30,0,1,215,14,27
840,0,1,235,17,31,0,1,228,15,29
845,0,1,235,17,31,0,1,228,15,29
850,0,1,235,17,31,0,1,228,15,29
855,0,1,235,17,31,0,1,228,15,29
860,0,1,235,17,31,0,1,228,15,29
865,0,1,235,17,31,0,1,228,15,29
870,0,1,235,17,31,0,1,228,15,29
875,0,1,235,17,31,0,1,228,15,29
880,0,1,235,17,31,0,1,228,15,29
885,0,1,235,17,31,0,1,228,15,29
890,0,1,235,17,31,0,1,228,15,29
895,0,1,235,17,31,0,1,228,15,29
900,0,1,263,15,26,0,1,263,15,26
905,0,1,263,15,26,0,1,263,15,26
910,0,1,263,15,26,0,1,263,15,26
915,0,1,263,15,26,0,1,263,15,26
920,0,1,263,15,26,0,1,263,15,26
925,0,1,263,15,26,0,1,263,15,26
930,0,1,263,15,26,0,1,263,15,26
935,0,1,263,15,26,0,1,263,15,26
940,0,1,263,15,26,0,1,263,15,26
945,0,1,263,15,26,0,1,263,15,26
950,0,1,263,15,26,0,1,263,15,26
955,0,1,263,15,26,0,1,263,15,26
960,0,1,316,14,18,0,1,298,16,21
965,0,1,316,14,18,0,1,298,16,21
970,0,1,316,14,18,0,1,298,16,21
975,0,1,316,14,18,0,1,298,16,21
980,0,1,316,14,18,0,1,298,16,21
985,0,1,316,14,18,0,1,298,16,21
990,0,1,316,14,18,0,1,298,16,21
995,0,1,316,14,18,0,1,298,16,21
1000,0,1,316,14,18,0,1,298,16,21
1005,0,1,316,14,18,0,1,298,16,21
1010,0,1,316,14,18,0,1,298,16,21
1015,0,1,316,14,18,0,1,298,16,21
1020,0,1,332,11,12,0,1,297,13,16
1025,0,1,332,11,12,0,1,297,13,16
1030,0,1,332,11,12,0,1,297,13,16
1035,0,1,332,11,12,0,1,297,13,16
1040,0,1,332,11,12,0,1,297,13,16
1045,0,1,332,11,12,0,1,297,13,16
1050,0,1,332,11,12,0,1,297,13,16
1055,0,1,332,11,12,0,1,297,13,16
1060,0,1,332,11,12,0,1,297,13,16
1065,0,1,332,11,12,0,1,297,13,16
1070,0,1,332,11,12,0,1,297,13,16
1075,0,1,332,11,12,0,1,297,13,16
1080,0,1,270,8,9,0,1,279,10,15
1085,0,1,270,8,9,0,1,279,10,15
1090,0,1,270,8,9,0,1,279,10,15
1095,0,1,270,8,9,0,1,279,10,15
1100,0,1,270,8,9,0,1,279,10,15
1105,0,1,270,8,9,0,1,279,10,15
1110,0,1,270,8,9,0,1,279,10,15
1115,0,1,270,8,9,0,1,279,10,15
1120,0,1,270,8,9,0,1,279,10,15
1125,0,1,270,8,9,0,1,279,10,15
1130,0,1,270,8,9,0,1,279,10,15
1135,0,1,270,8,9,0,1,279,10,15
1140,0,1,184,6,8,0,1,212,8,12
1145,0,1,184,6,8,0,1,212,8,12
1150,0,1,184,6,8,0,1,212,8,12
1155,0,1,184,6,8,0,1,212,8,12
1160,0,1,184,6,8,0,1,212,8,12
1165,0,1,184,6,8,0,1,212,8,12
1170,0,1,184,6,8,0,1,212,8,12
1175,0,1,184,6,8,0,1,212,8,12
1180,0,1,184,6,8,0,1,212,8,12
1185,0,1,184,6,8,0,1,212,8,12
1190,0,1,184,6,8,0,1,212,8,12
1195,0,1,184,6,8,0,1,212,8,12
1200,0,1,132,5,6,0,1,162,8,10
1205,0,1,132,5,6,0,1,162,8,10
1210,0,1,132,5,6,0,1,162,8,10
1215,0,1,132,5,6,0,1,162,8,10
1220,0,1,132,5,6,0,1,162,8,10
1225,0,1,132,5,6,0,1,162,8,10
1230,0,1,132,5,6,0,1,162,8,10
1235,0,1,132,5,6,0,1,162,8,10
1240,0,1,132,5,6,0,1,162,8,10
1245,0,1,132,5,6,0,1,162,8,10
1250,0,1,132,5,6,0,1,162,8,10
1255,0,1,132,5,6,0,1,162,8,10
1260,0,1,112,4,4,0,1,126,5,7
1265,0,1,112,4,4,0,1,126,5,7
1270,0,1,112,4,4,0,1,126,5,7
1275,0,1,112,4,4,0,1,126,5,7
1280,0,1,112,4,4,0,1,126,5,7
1285,0,1,112,4,4,0,1,126,5,7
1290,0,1,112,4,4,0,1,126,5,7
1295,0,1,112,4,4,0,1,126,5,7
1300,0,1,112,4,4,0,1,126,5,7
1305,0,1,112,4,4,0,1,126,5,7
1310,0,1,112,4,4,0,1,126,5,7
1315,0,1,112,4,4,0,1,126,5,7
1320,0,1,96,3,4,0,1,117,4,5
1325,0,1,96,3,4,0,1,117,4,5
1330,0,1,96,3,4,0,1,117,4,5
1335,0,1,96,3,4,0,1,117,4,5
1340,0,1,96,3,4,0,1,117,4,5
1345,0,1,96,3,4,0,1,117,4,5
1350,0,1,96,3,4,0,1,117,4,5
1355,0,1,96,3,4,0,1,117,4,5
1360,0,1,96,3,4,0,1,117,4,5
1365,0,1,96,3,4,0,1,117,4,5
1370,0,1,96,3,4,0,1,117,4,5
1375,0,1,96,3,4,0,1,117,4,5
1380,0,0,60,6,5,0,0,92,3,4
1385,0,0,60,6,5,0,0,92,3,4
1390,0,0,60,6,5,0,0,92,3,4
1395,0,0,60,6,5,0,0,92,3,4
1400,0,0,60,6,5,0,0,92,3,4
1405,0,0,60,6,5,0,0,92,3,4
1410,0,0,60,6,5,0,0,92,3,4
1415,0,0,60,6,5,0,0,92,3,4
1420,0,0,60,6,5,0,0,92,3,4
1425,0,0,60,6,5,0,0,92,3,4
1430,0,0,60,6,5,0,0,92,3,4
1435,0,0,60,6,5,0,0,92,3,4
