,280 Z 5min,,,,,280 B 5min,,,,
970,0,1,315,13,15,1,1,249,10,22
975,0,1,315,13,15,1,1,249,10,22
980,0,1,315,13,15,1,1,249,10,22
985,0,1,315,13,15,1,1,249,10,22
990,0,1,315,13,15,1,1,249,10,22
995,0,1,315,13,15,1,1,249,10,22
1000,0,1,315,13,15,1,1,249,10,22
1005,0,1,315,13,15,1,1,249,10,22
1010,0,1,315,13,15,1,1,249,10,22
1015,0,1,315,13,15,1,1,249,10,22
1020,0,1,327,9,10,1,1,263,8,16
1025,0,1,327,9,10,1,1,263,8,16
1030,0,1,327,9,10,1,1,263,8,16
1035,0,1,327,9,10,1,1,263,8,16
1040,0,1,327,9,10,1,1,263,8,16
1045,0,1,327,9,10,1,1,263,8,16
1050,0,1,327,9,10,1,1,263,8,16
1055,0,1,327,9,10,1,1,263,8,16
1060,0,1,327,9,10,1,1,263,8,16
1065,0,1,327,9,10,1,1,263,8,16
1070,0,1,327,9,10,1,1,263,8,16
1075,0,1,327,9,10,1,1,263,8,16
1080,0,1,254,8,8,1,1,256,5,16
1085,0,1,254,8,8,1,1,256,5,16
1090,0,1,254,8,8,1,1,256,5,16
1095,0,1,254,8,8,1,1,256,5,16
1100,0,1,254,8,8,1,1,256,5,16
1105,0,1,254,8,8,1,1,256,5,16
1110,0,1,254,8,8,1,1,256,5,16
1115,0,1,254,8,8,1,1,256,5,16
1120,0,1,254,8,8,1,1,256,5,16
1125,0,1,254,8,8,1,1,256,5,16
1130,0,1,254,8,8,1,1,256,5,16
1135,0,1,254,8,8,1,1,256,5,16
1140,0,1,172,6,7,1,1,212,5,15
1145,0,1,172,6,7,1,1,212,5,15
1150,0,1,172,6,7,1,1,212,5,15
1155,0,1,172,6,7,1,1,212,5,15
1160,0,1,172,6,7,1,1,212,5,15
1165,0,1,172,6,7,1,1,212,5,15
1170,0,1,172,6,7,1,1,212,5,15
1175,0,1,172,6,7,1,1,212,5,15
1180,0,1,172,6,7,1,1,212,5,15
1185,0,1,172,6,7,1,1,212,5,15
1190,0,1,172,6,7,1,1,212,5,15
1195,0,1,172,6,7,1,1,212,5,15
1200,0,1,127,5,5,1,1,170,6,10
1205,0,1,127,5,5,1,1,170,6,10
1210,0,1,127,5,5,1,1,170,6,10
1215,0,1,127,5,5,1,1,170,6,10
1220,0,1,127,5,5,1,1,170,6,10
1225,0,1,127,5,5,1,1,170,6,10
1230,0,1,127,5,5,1,1,170,6,10
1235,0,1,127,5,5,1,1,170,6,10
1240,0,1,127,5,5,1,1,170,6,10
1245,0,1,127,5,5,1,1,170,6,10
1250,0,1,127,5,5,1,1,170,6,10
1255,0,1,127,5,5,1,1,170,6,10
1260,0,1,107,4,3,0,1,142,5,8
1265,0,1,107,4,3,0,1,142,5,8
1270,0,1,107,4,3,0,1,142,5,8
1275,0,1,107,4,3,0,1,142,5,8
1280,0,1,107,4,3,0,1,142,5,8
1285,0,1,107,4,3,0,1,142,5,8
1290,0,1,107,4,3,0,1,142,5,8
1295,0,1,107,4,3,0,1,142,5,8
1300,0,1,107,4,3,0,1,142,5,8
1305,0,1,107,4,3,0,1,142,5,8
1310,0,1,107,4,3,0,1,142,5,8
1315,0,1,107,4,3,0,1,142,5,8
1320,0,1,94,3,4,0,1,143,4,5
1325,0,1,94,3,4,0,1,143,4,5
1330,0,1,94,3,4,0,1,143,4,5
1335,0,1,94,3,4,0,1,143,4,5
1340,0,1,94,3,4,0,1,143,4,5
1345,0,1,94,3,4,0,1,143,4,5
1350,0,1,94,3,4,0,1,143,4,5
1355,0,1,94,3,4,0,1,143,4,5
1360,0,1,94,3,4,0,1,143,4,5
1365,0,1,94,3,4,0,1,143,4,5
1370,0,1,94,3,4,0,1,143,4,5
1375,0,1,94,3,4,0,1,143,4,5
1380,0,0,57,6,4,0,0,108,3,4
1385,0,0,57,6,4,0,0,108,3,4
1390,0,0,57,6,4,0,0,108,3,4
1395,0,0,57,6,4,0,0,108,3,4
1400,0,0,57,6,4,0,0,108,3,4
1405,0,0,57,6,4,0,0,108,3,4
1410,0,0,57,6,4,0,0,108,3,4
1415,0,0,57,6,4,0,0,108,3,4
1420,0,0,57,6,4,0,0,108,3,4
1425,0,0,57,6,4,0,0,108,3,4
1430,0,0,57,6,4,0,0,108,3,4
1435,0,0,57,6,4,0,0,108,3,4
