,48 B off,,,,,48 B on,,,,,48 Z off,,,,,48 Z on,,,,
455,0,0,33,5,2,0,0,30,5,3,0,0,33,5,4,0,0,32,5,3
460,2,0,35,5,2,2,0,32,5,3,3,0,35,5,4,2,0,34,5,3
465,0,0,36,6,2,0,0,32,5,3,0,0,35,6,4,0,0,35,6,3
470,0,0,33,5,2,0,0,30,5,3,0,0,33,5,4,0,0,32,5,3
475,2,0,32,5,2,2,0,28,5,3,3,0,31,5,4,2,0,31,5,3
480,0,0,31,5,2,0,0,27,4,2,0,0,30,5,3,0,0,30,5,2
485,0,0,29,4,2,0,0,26,4,3,0,0,29,4,4,0,0,29,4,3
490,2,0,31,5,2,2,0,28,4,2,3,0,30,5,3,2,0,30,5,2
495,0,0,32,5,2,0,0,29,4,3,0,0,31,5,4,0,0,31,5,3
500,0,0,32,4,2,0,0,29,4,2,0,0,31,4,3,0,0,31,4,2
505,2,0,32,4,2,2,0,29,4,3,3,0,31,4,4,2,0,31,4,3
510,0,0,33,4,2,0,0,29,4,3,0,0,32,4,4,0,0,32,4,3
515,0,0,33,4,2,0,0,29,4,3,0,0,32,4,4,0,0,32,4,3
520,2,0,34,4,2,2,0,30,4,2,3,0,33,4,3,2,0,33,4,2
525,0,0,35,4,2,0,0,31,4,3,0,0,34,4,4,0,0,34,4,3
530,0,0,34,5,2,0,0,31,4,3,0,0,34,5,4,0,0,33,5,3
535,2,0,33,4,2,2,0,30,4,3,3,0,33,4,4,2,0,32,4,3
540,0,0,32,4,2,0,0,29,4,3,0,0,31,4,4,0,0,31,4,3
545,0,0,32,4,2,0,0,28,4,3,0,0,31,4,4,0,0,31,4,3
550,2,0,33,4,2,2,0,30,4,3,3,0,33,4,4,2,0,32,4,3
555,0,0,34,4,2,0,0,31,4,2,0,0,34,4,3,0,0,33,4,2
560,0,0,34,4,2,0,0,30,4,3,0,0,33,4,4,0,0,33,4,3
565,2,0,35,4,2,2,0,31,4,3,3,0,34,4,4,2,0,34,4,3
570,0,0,36,4,2,0,0,32,4,3,0,0,35,4,4,0,0,35,4,3
575,0,0,36,4,2,0,0,33,4,3,0,0,36,4,4,0,0,35,4,3
580,2,0,39,4,3,2,0,35,4,5,3,0,38,4,6,2,0,38,4,3
585,0,0,39,5,3,0,0,35,4,5,0,0,38,5,6,0,0,38,5,3
590,0,0,39,4,3,0,0,35,4,5,0,0,39,4,6,0,0,38,4,3
595,2,0,38,5,3,2,0,34,4,5,3,0,38,5,6,2,0,37,5,3
600,0,0,38,4,3,0,0,34,4,5,0,0,37,4,6,0,0,37,4,3
605,0,0,37,4,3,0,0,34,4,5,0,0,37,4,6,0,0,36,4,3
610,2,0,39,4,3,2,0,35,4,5,3,0,38,4,6,2,0,38,4,3
615,0,0,40,4,2,0,0,36,4,3,0,0,39,4,4,0,0,39,4,3
620,0,0,40,5,3,0,0,36,5,5,0,0,39,5,6,0,0,39,5,3
625,2,0,40,4,2,2,0,36,4,2,3,0,39,4,3,2,0,39,4,2
630,0,0,40,5,3,0,0,36,4,5,0,0,39,5,6,0,0,39,5,3
635,0,0,40,4,2,0,0,36,4,3,0,0,39,4,4,0,0,39,4,3
640,2,0,42,4,2,2,0,38,4,3,3,0,41,4,4,2,0,41,4,3
645,0,0,42,5,3,0,0,37,4,5,0,0,41,5,6,0,0,40,5,3
650,0,0,41,5,2,0,0,37,4,3,0,0,40,5,4,0,0,40,5,3
655,2,0,41,5,3,2,0,36,4,5,3,0,40,5,6,2,0,39,5,3
660,0,0,39,5,2,0,0,35,4,3,0,0,39,5,4,0,0,38,5,3
665,0,0,40,4,2,0,0,36,4,3,0,0,39,4,4,0,0,39,4,3
670,2,0,42,4,2,2,0,37,4,3,3,0,41,4,4,2,0,40,4,3
675,0,0,41,5,2,0,0,37,4,3,0,0,40,5,4,0,0,40,5,3
680,0,0,41,4,2,0,0,36,4,3,0,0,40,4,4,0,0,39,4,3
685,2,0,42,5,2,2,0,37,4,3,3,0,41,5,4,2,0,40,5,3
690,0,0,42,4,3,0,0,38,4,5,0,0,41,4,6,0,0,41,4,3
695,0,0,42,5,2,0,0,38,4,2,0,0,41,5,3,0,0,41,5,2
700,2,0,43,5,2,2,0,39,4,2,3,0,42,5,3,2,0,42,5,2
705,0,0,43,5,2,0,0,38,5,2,0,0,42,5,3,0,0,41,5,2
710,0,0,42,5,2,0,0,37,5,2,0,0,41,5,3,0,0,40,5,2
715,1,0,43,5,2,1,0,39,5,2,1,0,42,5,3,1,0,42,5,2
720,1,0,44,5,2,1,0,40,4,2,1,0,43,5,3,1,0,43,5,2
725,0,0,45,4,2,0,0,41,4,2,0,0,44,4,3,0,0,44,4,2
730,1,1,44,4,2,1,0,40,4,2,1,1,43,4,3,1,1,43,4,2
735,0,0,41,4,2,0,0,37,4,2,0,0,40,4,3,0,0,40,4,2
740,0,0,38,4,2,0,0,34,4,2,0,0,38,4,3,0,0,37,4,2
745,2,0,37,4,2,2,0,33,3,2,3,0,36,4,3,2,0,36,4,2
750,0,0,38,4,2,0,0,34,3,2,0,0,37,4,3,0,0,37,4,2
755,0,0,36,4,2,0,0,33,3,2,0,0,36,4,3,0,0,35,4,2
760,2,0,39,4,2,2,0,35,4,2,3,0,39,4,3,2,0,38,4,2
765,0,0,41,4,2,0,0,36,4,2,0,0,40,4,3,0,0,39,4,2
770,0,0,42,4,2,0,0,37,4,2,0,0,41,4,3,0,0,40,4,2
775,2,0,42,5,2,2,0,38,4,2,3,0,41,5,3,2,0,41,5,2
780,0,0,43,5,2,0,0,38,5,2,0,0,42,5,3,0,0,41,5,2
785,0,1,43,5,2,0,0,39,5,2,0,1,42,5,3,0,1,42,5,2
790,2,1,45,5,2,2,0,40,4,2,3,1,44,5,3,2,1,43,5,2
795,0,1,46,5,2,0,0,42,4,3,0,1,45,5,4,0,1,45,5,3
800,0,1,46,5,2,0,0,42,5,2,0,1,45,5,3,0,1,45,5,2
805,2,1,45,5,2,2,0,41,5,3,3,1,44,5,4,2,1,44,5,3
810,0,1,45,5,2,0,0,40,5,2,0,1,44,5,3,0,1,43,5,2
815,0,0,45,5,2,0,0,40,4,2,0,0,44,5,3,0,0,43,5,2
820,2,1,46,5,2,2,0,42,4,3,3,1,45,5,4,2,1,45,5,3
825,0,0,47,5,2,0,0,42,5,3,0,0,46,5,4,0,0,46,5,3
830,0,0,46,5,2,0,0,42,4,2,0,0,45,5,3,0,0,45,5,2
835,2,1,45,5,2,2,0,41,4,3,3,1,44,5,4,2,1,44,5,3
840,0,1,45,5,2,0,0,41,5,3,0,1,44,5,4,0,1,44,5,3
845,0,1,46,5,2,0,0,41,4,3,0,1,45,5,4,0,1,44,5,3
850,2,1,48,5,2,2,0,43,5,2,3,1,47,5,3,2,1,46,5,2
855,0,1,48,5,2,0,0,43,4,2,0,1,47,5,3,0,1,47,5,2
860,0,1,48,5,2,0,0,43,4,3,0,1,47,5,4,0,1,46,5,3
865,2,1,49,5,2,2,0,44,5,3,3,1,48,5,4,2,1,47,5,3
870,0,1,50,5,2,0,0,44,5,2,0,1,48,5,3,0,1,48,5,2
875,0,1,48,5,2,0,0,43,4,2,0,1,47,5,3,0,1,47,5,2
880,2,1,50,5,2,2,0,45,5,2,3,1,49,5,3,2,1,48,5,2
885,0,1,51,5,2,0,0,45,5,2,0,1,50,5,3,0,1,49,5,2
890,0,1,50,5,2,0,0,44,4,2,0,1,48,5,3,0,1,48,5,2
895,2,1,50,5,2,2,0,44,4,2,3,1,48,5,3,2,1,48,5,2
900,0,1,50,5,2,0,0,44,4,2,0,1,48,5,3,0,1,48,5,2
905,0,1,50,5,2,0,0,44,5,2,0,1,48,5,3,0,1,48,5,2
910,1,1,51,5,2,1,0,45,5,2,1,1,50,5,3,1,1,49,5,2
915,1,1,51,5,2,1,0,45,5,2,1,1,50,5,3,1,1,49,5,2
920,0,1,51,5,2,0,0,46,5,2,0,1,50,5,3,0,1,49,5,2
925,2,1,52,5,2,2,1,46,5,2,3,1,51,5,3,2,1,50,5,2
930,0,1,53,5,2,0,0,47,5,2,0,1,52,5,3,0,1,51,5,2
935,0,1,52,5,2,0,0,47,5,2,0,1,51,5,3,0,1,50,5,2
940,2,1,52,5,2,2,1,47,5,2,3,1,51,5,3,2,1,50,5,2
945,0,1,53,5,2,0,0,47,5,2,0,1,52,5,3,0,1,51,5,2
950,0,1,52,5,2,0,0,47,5,2,0,1,51,5,3,0,1,50,5,2
955,2,1,53,5,2,2,0,48,5,2,3,1,52,5,3,2,1,52,5,2
960,0,1,53,5,2,0,0,47,5,2,0,1,52,5,3,0,1,51,5,2
965,0,1,55,6,2,0,1,49,5,2,0,1,54,6,3,0,1,53,6,2
970,0,1,55,5,2,0,1,49,5,2,0,1,54,5,3,0,1,53,5,2
975,2,1,55,5,2,2,1,50,5,2,3,1,54,5,3,2,1,54,5,2
980,0,1,56,6,2,0,1,50,5,2,0,1,55,6,3,0,1,55,6,2
985,1,1,57,6,1,1,0,51,5,1,1,1,56,6,1,1,1,56,6,1
990,1,1,57,6,1,1,0,51,6,1,1,1,56,6,1,1,1,56,6,1
995,0,1,58,6,0,0,1,52,5,0,0,1,57,6,0,0,1,57,6,0
1000,0,1,58,6,1,0,1,52,6,1,0,1,57,6,1,0,1,57,6,1
1005,2,1,58,6,0,2,1,52,5,0,3,1,57,6,0,2,1,56,6,0
1010,0,1,58,6,0,0,1,52,6,0,0,1,57,6,0,0,1,57,6,0
1015,0,1,59,6,0,0,1,53,6,0,0,1,58,6,0,0,1,57,6,0
1020,2,1,59,6,0,2,1,53,6,0,3,1,58,6,0,2,1,57,6,0
1025,0,1,60,6,0,0,1,54,5,0,0,1,59,6,0,0,1,58,6,0
1030,0,1,62,6,0,0,1,56,5,0,0,1,61,6,0,0,1,60,6,0
1035,2,1,61,5,0,2,1,54,5,0,3,1,59,5,0,2,1,59,5,0
1040,0,1,62,5,0,0,1,55,5,0,0,1,60,5,0,0,1,60,5,0
1045,0,1,62,5,0,0,1,55,4,0,0,1,60,5,0,0,1,60,5,0
1050,2,1,61,5,0,2,1,55,4,0,3,1,60,5,0,2,1,59,5,0
1055,0,1,62,5,0,0,0,55,4,0,0,1,60,5,0,0,1,60,5,0
1060,0,1,62,4,0,0,0,55,4,0,0,1,60,4,0,0,1,60,4,0
1065,2,1,61,5,0,2,1,55,4,0,3,1,60,5,0,2,1,59,5,0
1070,0,1,60,4,0,0,1,54,4,0,0,1,59,4,0,0,1,58,4,0
1075,2,1,59,4,0,2,0,53,4,0,3,1,58,4,0,2,1,57,4,0
1080,0,1,57,4,0,0,0,51,4,0,0,1,56,4,0,0,1,55,4,0
1085,0,1,56,4,0,0,0,50,3,0,0,1,55,4,0,0,1,55,4,0
1090,0,1,56,4,0,0,1,50,3,0,0,1,55,4,0,0,1,54,4,0
1095,2,1,56,4,0,2,0,50,3,0,3,1,55,4,0,2,1,54,4,0
1100,0,1,54,3,0,0,0,49,3,0,0,1,53,3,0,0,1,53,3,0
1105,2,1,52,3,0,2,1,47,3,0,3,1,51,3,0,2,1,50,3,0
1110,0,1,52,3,0,0,0,46,3,0,0,1,51,3,0,0,1,50,3,0
1115,0,1,50,3,0,0,0,44,3,0,0,1,48,3,0,0,1,48,3,0
1120,2,1,50,3,0,2,0,45,3,0,3,1,49,3,0,2,1,48,3,0
1125,0,1,50,3,0,0,0,44,3,0,0,1,48,3,0,0,1,48,3,0
1130,0,1,48,3,0,0,1,43,3,0,0,1,47,3,0,0,1,47,3,0
1135,2,1,47,3,0,2,0,42,2,0,3,1,46,3,0,2,1,46,3,0
1140,0,1,46,3,0,0,0,41,2,0,0,1,45,3,0,0,1,44,3,0
1145,0,0,44,2,0,0,0,40,2,0,0,0,43,2,0,0,0,43,2,0
1150,2,1,44,3,0,2,0,39,2,0,3,1,43,3,0,2,1,42,3,0
1155,0,1,42,2,0,0,0,38,2,0,0,1,41,2,0,0,1,41,2,0
1160,0,0,38,2,0,0,0,34,2,0,0,0,38,2,0,0,0,37,2,0
1165,2,1,37,2,0,2,0,34,2,0,3,1,37,2,0,2,1,36,2,0
1170,0,0,36,2,0,0,0,33,2,0,0,0,36,2,0,0,0,35,2,0
1175,0,0,35,2,0,0,0,31,2,0,0,0,34,2,0,0,0,34,2,0
1180,2,1,35,2,0,2,0,31,2,0,3,1,34,2,0,2,1,34,2,0
1185,0,0,34,2,0,0,0,30,2,0,0,0,33,2,0,0,0,33,2,0
1190,0,0,32,2,0,0,0,29,2,0,0,0,31,2,0,0,0,31,2,0
1195,2,0,32,2,0,2,0,29,1,0,3,0,31,2,0,2,0,31,2,0
1200,0,0,32,2,0,0,0,28,2,0,0,0,31,2,0,0,0,31,2,0
1205,0,0,32,1,0,0,0,29,1,0,0,0,31,1,0,0,0,31,1,0
1210,2,0,32,1,0,2,0,29,1,0,3,0,31,1,0,2,0,31,1,0
1215,0,0,30,1,0,0,0,27,1,0,0,0,29,1,0,0,0,29,1,0
1220,0,0,29,1,0,0,0,26,1,0,0,0,28,1,0,0,0,28,1,0
1225,1,0,28,1,0,1,0,25,1,0,1,0,27,1,0,1,0,27,1,0
1230,0,0,27,1,0,0,0,25,1,0,0,0,27,1,0,0,0,27,1,0
1235,0,0,26,1,0,0,0,24,1,0,0,0,26,1,0,0,0,25,1,0
1240,1,0,26,1,0,1,0,24,1,0,1,0,26,1,0,1,0,25,1,0
1245,0,0,25,1,0,0,0,23,1,0,0,0,25,1,0,0,0,24,1,0
1250,0,0,24,1,0,0,0,21,1,0,0,0,23,1,0,0,0,23,1,0
1255,0,0,24,1,0,0,0,22,1,0,0,0,24,1,0,0,0,23,1,0
1260,1,0,23,1,0,1,0,21,1,0,1,0,23,1,0,1,0,22,1,0
1265,0,0,22,1,0,0,0,20,1,0,0,0,22,1,0,0,0,21,1,0
1270,1,0,24,1,0,1,0,21,1,0,1,0,23,1,0,1,0,23,1,0
1275,0,0,23,1,0,0,0,20,1,0,0,0,22,1,0,0,0,22,1,0
1280,0,0,22,1,0,0,0,20,1,0,0,0,22,1,0,0,0,21,1,0
1285,0,0,22,1,0,0,0,19,1,0,0,0,21,1,0,0,0,21,1,0
1290,0,0,21,1,0,0,0,19,1,0,0,0,21,1,0,0,0,20,1,0
1295,0,0,21,1,0,0,0,19,1,0,0,0,21,1,0,0,0,20,1,0
1300,1,0,21,1,0,1,0,18,1,0,1,0,20,1,0,1,0,20,1,0
1305,0,0,21,1,0,0,0,18,1,0,0,0,20,1,0,0,0,20,1,0
1310,0,0,20,1,0,0,0,18,1,0,0,0,20,1,0,0,0,19,1,0
1315,0,0,20,1,0,0,0,18,1,0,0,0,20,1,0,0,0,19,1,0
1320,0,0,19,1,0,0,0,17,1,0,0,0,19,1,0,0,0,19,1,0
1325,0,0,20,1,0,0,0,18,1,0,0,0,20,1,0,0,0,19,1,0
1330,1,0,20,1,0,1,0,18,1,0,1,0,20,1,0,1,0,19,1,0
1335,0,0,19,1,0,0,0,17,1,0,0,0,19,1,0,0,0,18,1,0
1340,0,0,19,1,0,0,0,17,1,0,0,0,19,1,0,0,0,19,1,0
1345,0,0,18,1,0,0,0,16,1,0,0,0,18,1,0,0,0,17,1,0
1350,0,0,17,1,0,0,0,16,1,0,0,0,17,1,0,0,0,17,1,0
1355,0,0,17,1,0,0,0,15,1,0,0,0,17,1,0,0,0,16,1,0
1360,1,0,16,1,0,1,0,14,1,0,1,0,15,1,0,1,0,15,1,0
1365,0,0,16,1,0,0,0,14,1,0,0,0,15,1,0,0,0,15,1,0
1370,0,0,15,1,0,0,0,14,0,0,0,0,15,1,0,0,0,15,1,0
1375,0,0,14,1,0,0,0,12,1,0,0,0,13,1,0,0,0,13,1,0
1380,0,0,14,1,0,0,0,12,1,0,0,0,13,1,0,0,0,13,1,0
1385,0,0,13,1,0,0,0,11,1,0,0,0,12,1,0,0,0,12,1,0
1390,1,0,14,1,0,1,0,12,1,0,1,0,13,1,0,1,0,13,1,0
1395,0,0,13,1,0,0,0,11,0,0,0,0,12,1,0,0,0,12,1,0
1400,0,0,13,1,0,0,0,11,1,0,0,0,12,1,0,0,0,12,1,0
1405,0,0,12,1,0,0,0,10,0,0,0,0,11,1,0,0,0,11,1,0
1410,0,0,11,1,0,0,0,10,0,0,0,0,11,1,0,0,0,11,1,0
1415,0,0,11,0,0,0,0,9,0,0,0,0,10,0,0,0,0,10,0,0
1420,1,0,10,0,0,1,0,9,0,0,1,0,10,0,0,1,0,10,0,0
1425,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0,0,0,10,0,0
1430,0,0,9,0,0,0,0,8,0,0,0,0,9,0,0,0,0,9,0,0
1435,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0
