,072 Z 5min,,,,,072 B 5min,,,,
580,0,1,134,18,26,1,3,120,25,27
585,0,1,134,18,26,1,3,120,25,27
590,0,1,134,18,26,1,3,120,25,27
595,0,1,134,18,26,1,3,120,25,27
600,0,1,129,18,27,1,2,119,27,28
605,0,1,129,18,27,1,2,119,27,28
610,0,1,129,18,27,1,2,119,27,28
615,0,1,129,18,27,1,2,119,27,28
620,0,1,129,18,27,1,2,119,27,28
625,0,1,129,18,27,1,2,119,27,28
630,0,1,129,18,27,1,2,119,27,28
635,0,1,129,18,27,1,2,119,27,28
640,0,1,129,18,27,1,2,119,27,28
645,0,1,129,18,27,1,2,119,27,28
650,0,1,129,18,27,1,2,119,27,28
655,0,1,129,18,27,1,2,119,27,28
660,0,2,131,19,26,0,3,125,29,25
665,0,2,131,19,26,0,3,125,29,25
670,0,2,131,19,26,0,3,125,29,25
675,0,2,131,19,26,0,3,125,29,25
680,0,2,131,19,26,0,3,125,29,25
685,0,2,131,19,26,0,3,125,29,25
690,0,2,131,19,26,0,3,125,29,25
695,0,2,131,19,26,0,3,125,29,25
700,0,2,131,19,26,0,3,125,29,25
705,0,2,131,19,26,0,3,125,29,25
710,0,2,131,19,26,0,3,125,29,25
715,0,2,131,19,26,0,3,125,29,25
720,0,2,144,19,25,0,3,134,29,24
725,0,2,144,19,25,0,3,134,29,24
730,0,2,144,19,25,0,3,134,29,24
735,0,2,144,19,25,0,3,134,29,24
740,0,2,144,19,25,0,3,134,29,24
745,0,2,144,19,25,0,3,134,29,24
750,0,2,144,19,25,0,3,134,29,24
755,0,2,144,19,25,0,3,134,29,24
760,0,2,144,19,25,0,3,134,29,24
765,0,2,144,19,25,0,3,134,29,24
770,0,2,144,19,25,0,3,134,29,24
775,0,2,144,19,25,0,3,134,29,24
780,0,2,155,22,27,0,3,138,29,25
785,0,2,155,22,27,0,3,138,29,25
790,0,2,155,22,27,0,3,138,29,25
795,0,2,155,22,27,0,3,138,29,25
800,0,2,155,22,27,0,3,138,29,25
805,0,2,155,22,27,0,3,138,29,25
810,0,2,155,22,27,0,3,138,29,25
815,0,2,155,22,27,0,3,138,29,25
820,0,2,155,22,27,0,3,138,29,25
825,0,2,155,22,27,0,3,138,29,25
830,0,2,155,22,27,0,3,138,29,25
835,0,2,155,22,27,0,3,138,29,25
840,0,2,157,21,28,1,3,154,31,26
845,0,2,157,21,28,1,3,154,31,26
850,0,2,157,21,28,1,3,154,31,26
855,0,2,157,21,28,1,3,154,31,26
860,0,2,157,21,28,1,3,154,31,26
865,0,2,157,21,28,1,3,154,31,26
870,0,2,157,21,28,1,3,154,31,26
875,0,2,157,21,28,1,3,154,31,26
880,0,2,157,21,28,1,3,154,31,26
885,0,2,157,21,28,1,3,154,31,26
890,0,2,157,21,28,1,3,154,31,26
895,0,2,157,21,28,1,3,154,31,26
900,0,2,177,20,24,0,4,185,33,24
905,0,2,177,20,24,0,4,185,33,24
910,0,2,177,20,24,0,4,185,33,24
915,0,2,177,20,24,0,4,185,33,24
920,0,2,177,20,24,0,4,185,33,24
925,0,2,177,20,24,0,4,185,33,24
930,0,2,177,20,24,0,4,185,33,24
935,0,2,177,20,24,0,4,185,33,24
940,0,2,177,20,24,0,4,185,33,24
945,0,2,177,20,24,0,4,185,33,24
950,0,2,177,20,24,0,4,185,33,24
955,0,2,177,20,24,0,4,185,33,24
960,0,2,213,19,18,0,4,231,33,18
965,0,2,213,19,18,0,4,231,33,18
970,0,2,213,19,18,0,4,231,33,18
975,0,2,213,19,18,0,4,231,33,18
980,0,2,213,19,18,0,4,231,33,18
985,0,2,213,19,18,0,4,231,33,18
990,0,2,213,19,18,0,4,231,33,18
995,0,2,213,19,18,0,4,231,33,18
1000,0,2,213,19,18,0,4,231,33,18
1005,0,2,213,19,18,0,4,231,33,18
1010,0,2,213,19,18,0,4,231,33,18
1015,0,2,213,19,18,0,4,231,33,18
1020,0,2,229,16,13,0,4,230,27,13
1025,0,2,229,16,13,0,4,230,27,13
1030,0,2,229,16,13,0,4,230,27,13
1035,0,2,229,16,13,0,4,230,27,13
1040,0,2,229,16,13,0,4,230,27,13
1045,0,2,229,16,13,0,4,230,27,13
1050,0,2,229,16,13,0,4,230,27,13
1055,0,2,229,16,13,0,4,230,27,13
1060,0,2,229,16,13,0,4,230,27,13
1065,0,2,229,16,13,0,4,230,27,13
1070,0,2,229,16,13,0,4,230,27,13
1075,0,2,229,16,13,0,4,230,27,13
1080,0,2,184,13,11,0,4,177,26,12
1085,0,2,184,13,11,0,4,177,26,12
1090,0,2,184,13,11,0,4,177,26,12
1095,0,2,184,13,11,0,4,177,26,12
1100,0,2,184,13,11,0,4,177,26,12
1105,0,2,184,13,11,0,4,177,26,12
1110,0,2,184,13,11,0,4,177,26,12
1115,0,2,184,13,11,0,4,177,26,12
1120,0,2,184,13,11,0,4,177,26,12
1125,0,2,184,13,11,0,4,177,26,12
1130,0,2,184,13,11,0,4,177,26,12
1135,0,2,184,13,11,0,4,177,26,12
1140,0,2,124,10,9,0,3,120,21,10
1145,0,2,124,10,9,0,3,120,21,10
1150,0,2,124,10,9,0,3,120,21,10
1155,0,2,124,10,9,0,3,120,21,10
1160,0,2,124,10,9,0,3,120,21,10
1165,0,2,124,10,9,0,3,120,21,10
1170,0,2,124,10,9,0,3,120,21,10
1175,0,2,124,10,9,0,3,120,21,10
1180,0,2,124,10,9,0,3,120,21,10
1185,0,2,124,10,9,0,3,120,21,10
1190,0,2,124,10,9,0,3,120,21,10
1195,0,2,124,10,9,0,3,120,21,10
1200,0,1,87,6,6,0,3,84,19,8
1205,0,1,87,6,6,0,3,84,19,8
1210,0,1,87,6,6,0,3,84,19,8
1215,0,1,87,6,6,0,3,84,19,8
1220,0,1,87,6,6,0,3,84,19,8
1225,0,1,87,6,6,0,3,84,19,8
1230,0,1,87,6,6,0,3,84,19,8
1235,0,1,87,6,6,0,3,84,19,8
1240,0,1,87,6,6,0,3,84,19,8
1245,0,1,87,6,6,0,3,84,19,8
1250,0,1,87,6,6,0,3,84,19,8
1255,0,1,87,6,6,0,3,84,19,8
1260,0,1,72,5,4,0,2,67,14,5
1265,0,1,72,5,4,0,2,67,14,5
1270,0,1,72,5,4,0,2,67,14,5
1275,0,1,72,5,4,0,2,67,14,5
1280,0,1,72,5,4,0,2,67,14,5
1285,0,1,72,5,4,0,2,67,14,5
1290,0,1,72,5,4,0,2,67,14,5
1295,0,1,72,5,4,0,2,67,14,5
1300,0,1,72,5,4,0,2,67,14,5
1305,0,1,72,5,4,0,2,67,14,5
1310,0,1,72,5,4,0,2,67,14,5
1315,0,1,72,5,4,0,2,67,14,5
1320,0,1,62,5,4,0,2,61,12,4
1325,0,1,62,5,4,0,2,61,12,4
1330,0,1,62,5,4,0,2,61,12,4
1335,0,1,62,5,4,0,2,61,12,4
1340,0,1,62,5,4,0,2,61,12,4
1345,0,1,62,5,4,0,2,61,12,4
1350,0,1,62,5,4,0,2,61,12,4
1355,0,1,62,5,4,0,2,61,12,4
1360,0,1,62,5,4,0,2,61,12,4
1365,0,1,62,5,4,0,2,61,12,4
1370,0,1,62,5,4,0,2,61,12,4
1375,0,1,62,5,4,0,2,61,12,4
1380,0,1,40,7,5,0,2,50,10,4
1385,0,1,40,7,5,0,2,50,10,4
1390,0,1,40,7,5,0,2,50,10,4
1395,0,1,40,7,5,0,2,50,10,4
1400,0,1,40,7,5,0,2,50,10,4
1405,0,1,40,7,5,0,2,50,10,4
1410,0,1,40,7,5,0,2,50,10,4
1415,0,1,40,7,5,0,2,50,10,4
1420,0,1,40,7,5,0,2,50,10,4
1425,0,1,40,7,5,0,2,50,10,4
1430,0,1,40,7,5,0,2,50,10,4
1435,0,1,40,7,5,0,2,50,10,4
