,335 Z 5min,,,,,335 B 5min,,,,
390,1,5,182,12,23,2,3,196,13,29
395,1,5,182,12,23,2,3,196,13,29
400,1,5,182,12,23,2,3,196,13,29
405,1,5,182,12,23,2,3,196,13,29
410,1,5,182,12,23,2,3,196,13,29
415,1,5,182,12,23,2,3,196,13,29
420,1,5,188,13,19,1,3,180,12,19
425,1,5,188,13,19,1,3,180,12,19
430,1,5,188,13,19,1,3,180,12,19
435,1,5,188,13,19,1,3,180,12,19
440,1,5,188,13,19,1,3,180,12,19
445,1,5,188,13,19,1,3,180,12,19
450,1,5,188,13,19,1,3,180,12,19
455,1,5,188,13,19,1,3,180,12,19
460,1,5,188,13,19,1,3,180,12,19
465,1,5,188,13,19,1,3,180,12,19
470,1,5,188,13,19,1,3,180,12,19
475,1,5,188,13,19,1,3,180,12,19
480,2,4,156,12,21,2,2,150,10,19
485,2,4,156,12,21,2,2,150,10,19
490,2,4,156,12,21,2,2,150,10,19
495,2,4,156,12,21,2,2,150,10,19
500,2,4,156,12,21,2,2,150,10,19
505,2,4,156,12,21,2,2,150,10,19
510,2,4,156,12,21,2,2,150,10,19
515,2,4,156,12,21,2,2,150,10,19
520,2,4,156,12,21,2,2,150,10,19
525,2,4,156,12,21,2,2,150,10,19
530,2,4,156,12,21,2,2,150,10,19
535,2,4,156,12,21,2,2,150,10,19
540,2,3,135,11,23,2,2,136,10,22
545,2,3,135,11,23,2,2,136,10,22
550,2,3,135,11,23,2,2,136,10,22
555,2,3,135,11,23,2,2,136,10,22
560,2,3,135,11,23,2,2,136,10,22
565,2,3,135,11,23,2,2,136,10,22
570,2,3,135,11,23,2,2,136,10,22
575,2,3,135,11,23,2,2,136,10,22
580,2,3,135,11,23,2,2,136,10,22
585,2,3,135,11,23,2,2,136,10,22
590,2,3,135,11,23,2,2,136,10,22
595,2,3,135,11,23,2,2,136,10,22
600,2,3,133,11,24,2,2,137,11,23
605,2,3,133,11,24,2,2,137,11,23
610,2,3,133,11,24,2,2,137,11,23
615,2,3,133,11,24,2,2,137,11,23
620,2,3,133,11,24,2,2,137,11,23
625,2,3,133,11,24,2,2,137,11,23
630,2,3,133,11,24,2,2,137,11,23
635,2,3,133,11,24,2,2,137,11,23
640,2,3,133,11,24,2,2,137,11,23
645,2,3,133,11,24,2,2,137,11,23
650,2,3,133,11,24,2,2,137,11,23
655,2,3,133,11,24,2,2,137,11,23
660,2,3,139,12,23,2,3,141,11,21
665,2,3,139,12,23,2,3,141,11,21
670,2,3,139,12,23,2,3,141,11,21
675,2,3,139,12,23,2,3,141,11,21
680,2,3,139,12,23,2,3,141,11,21
685,2,3,139,12,23,2,3,141,11,21
690,2,3,139,12,23,2,3,141,11,21
695,2,3,139,12,23,2,3,141,11,21
700,2,3,139,12,23,2,3,141,11,21
705,2,3,139,12,23,2,3,141,11,21
710,2,3,139,12,23,2,3,141,11,21
715,2,3,139,12,23,2,3,141,11,21
720,2,4,151,11,22,2,3,149,11,20
725,2,4,151,11,22,2,3,149,11,20
730,2,4,151,11,22,2,3,149,11,20
735,2,4,151,11,22,2,3,149,11,20
740,2,4,151,11,22,2,3,149,11,20
745,2,4,151,11,22,2,3,149,11,20
750,2,4,151,11,22,2,3,149,11,20
755,2,4,151,11,22,2,3,149,11,20
760,2,4,151,11,22,2,3,149,11,20
765,2,4,151,11,22,2,3,149,11,20
770,2,4,151,11,22,2,3,149,11,20
775,2,4,151,11,22,2,3,149,11,20
780,2,4,162,14,24,2,3,154,10,21
785,2,4,162,14,24,2,3,154,10,21
790,2,4,162,14,24,2,3,154,10,21
795,2,4,162,14,24,2,3,154,10,21
800,2,4,162,14,24,2,3,154,10,21
805,2,4,162,14,24,2,3,154,10,21
810,2,4,162,14,24,2,3,154,10,21
815,2,4,162,14,24,2,3,154,10,21
820,2,4,162,14,24,2,3,154,10,21
825,2,4,162,14,24,2,3,154,10,21
830,2,4,162,14,24,2,3,154,10,21
835,2,4,162,14,24,2,3,154,10,21
840,2,4,167,12,24,2,3,160,10,23
845,2,4,167,12,24,2,3,160,10,23
850,2,4,167,12,24,2,3,160,10,23
855,2,4,167,12,24,2,3,160,10,23
860,2,4,167,12,24,2,3,160,10,23
865,2,4,167,12,24,2,3,160,10,23
870,2,4,167,12,24,2,3,160,10,23
875,2,4,167,12,24,2,3,160,10,23
880,2,4,167,12,24,2,3,160,10,23
885,2,4,167,12,24,2,3,160,10,23
890,2,4,167,12,24,2,3,160,10,23
895,2,4,167,12,24,2,3,160,10,23
900,2,5,189,11,20,2,3,185,10,21
905,2,5,189,11,20,2,3,185,10,21
910,2,5,189,11,20,2,3,185,10,21
915,2,5,189,11,20,2,3,185,10,21
920,2,5,189,11,20,2,3,185,10,21
925,2,5,189,11,20,2,3,185,10,21
930,2,5,189,11,20,2,3,185,10,21
935,2,5,189,11,20,2,3,185,10,21
940,2,5,189,11,20,2,3,185,10,21
945,2,5,189,11,20,2,3,185,10,21
950,2,5,189,11,20,2,3,185,10,21
955,2,5,189,11,20,2,3,185,10,21
960,1,6,225,11,15,1,4,221,10,16
965,1,6,225,11,15,1,4,221,10,16
970,1,6,225,11,15,1,4,221,10,16
975,1,6,225,11,15,1,4,221,10,16
980,1,6,225,11,15,1,4,221,10,16
985,1,6,225,11,15,1,4,221,10,16
990,1,6,225,11,15,1,4,221,10,16
995,1,6,225,11,15,1,4,221,10,16
1000,1,6,225,11,15,1,4,221,10,16
1005,1,6,225,11,15,1,4,221,10,16
1010,1,6,225,11,15,1,4,221,10,16
1015,1,6,225,11,15,1,4,221,10,16
1020,1,7,235,8,12,1,4,222,7,11
1025,1,7,235,8,12,1,4,222,7,11
1030,1,7,235,8,12,1,4,222,7,11
1035,1,7,235,8,12,1,4,222,7,11
1040,1,7,235,8,12,1,4,222,7,11
1045,1,7,235,8,12,1,4,222,7,11
1050,1,7,235,8,12,1,4,222,7,11
1055,1,7,235,8,12,1,4,222,7,11
1060,1,7,235,8,12,1,4,222,7,11
1065,1,7,235,8,12,1,4,222,7,11
1070,1,7,235,8,12,1,4,222,7,11
1075,1,7,235,8,12,1,4,222,7,11
1080,1,5,188,6,10,1,3,182,5,10
1085,1,5,188,6,10,1,3,182,5,10
1090,1,5,188,6,10,1,3,182,5,10
1095,1,5,188,6,10,1,3,182,5,10
1100,1,5,188,6,10,1,3,182,5,10
1105,1,5,188,6,10,1,3,182,5,10
1110,1,5,188,6,10,1,3,182,5,10
1115,1,5,188,6,10,1,3,182,5,10
1120,1,5,188,6,10,1,3,182,5,10
1125,1,5,188,6,10,1,3,182,5,10
1130,1,5,188,6,10,1,3,182,5,10
1135,1,5,188,6,10,1,3,182,5,10
1140,1,3,127,4,8,1,2,131,4,9
1145,1,3,127,4,8,1,2,131,4,9
1150,1,3,127,4,8,1,2,131,4,9
1155,1,3,127,4,8,1,2,131,4,9
1160,1,3,127,4,8,1,2,131,4,9
1165,1,3,127,4,8,1,2,131,4,9
1170,1,3,127,4,8,1,2,131,4,9
1175,1,3,127,4,8,1,2,131,4,9
1180,1,3,127,4,8,1,2,131,4,9
1185,1,3,127,4,8,1,2,131,4,9
1190,1,3,127,4,8,1,2,131,4,9
1195,1,3,127,4,8,1,2,131,4,9
1200,0,2,90,4,6,0,2,94,5,7
1205,0,2,90,4,6,0,2,94,5,7
1210,0,2,90,4,6,0,2,94,5,7
1215,0,2,90,4,6,0,2,94,5,7
1220,0,2,90,4,6,0,2,94,5,7
1225,0,2,90,4,6,0,2,94,5,7
1230,0,2,90,4,6,0,2,94,5,7
1235,0,2,90,4,6,0,2,94,5,7
1240,0,2,90,4,6,0,2,94,5,7
1245,0,2,90,4,6,0,2,94,5,7
1250,0,2,90,4,6,0,2,94,5,7
1255,0,2,90,4,6,0,2,94,5,7
1260,0,2,76,4,4,0,2,75,4,5
1265,0,2,76,4,4,0,2,75,4,5
1270,0,2,76,4,4,0,2,75,4,5
1275,0,2,76,4,4,0,2,75,4,5
1280,0,2,76,4,4,0,2,75,4,5
1285,0,2,76,4,4,0,2,75,4,5
1290,0,2,76,4,4,0,2,75,4,5
1295,0,2,76,4,4,0,2,75,4,5
1300,0,2,76,4,4,0,2,75,4,5
1305,0,2,76,4,4,0,2,75,4,5
1310,0,2,76,4,4,0,2,75,4,5
1315,0,2,76,4,4,0,2,75,4,5
1320,0,2,64,4,5,0,1,65,3,4
1325,0,2,64,4,5,0,1,65,3,4
1330,0,2,64,4,5,0,1,65,3,4
1335,0,2,64,4,5,0,1,65,3,4
1340,0,2,64,4,5,0,1,65,3,4
1345,0,2,64,4,5,0,1,65,3,4
1350,0,2,64,4,5,0,1,65,3,4
1355,0,2,64,4,5,0,1,65,3,4
1360,0,2,64,4,5,0,1,65,3,4
1365,0,2,64,4,5,0,1,65,3,4
1370,0,2,64,4,5,0,1,65,3,4
1375,0,2,64,4,5,0,1,65,3,4
1380,0,1,42,4,4,0,1,52,4,4
1385,0,1,42,4,4,0,1,52,4,4
1390,0,1,42,4,4,0,1,52,4,4
1395,0,1,42,4,4,0,1,52,4,4
1400,0,1,42,4,4,0,1,52,4,4
1405,0,1,42,4,4,0,1,52,4,4
1410,0,1,42,4,4,0,1,52,4,4
1415,0,1,42,4,4,0,1,52,4,4
1420,0,1,42,4,4,0,1,52,4,4
1425,0,1,42,4,4,0,1,52,4,4
1430,0,1,42,4,4,0,1,52,4,4
1435,0,1,42,4,4,0,1,52,4,4
