Detector;Time;qBus;qMotc;qCar;qDeliv;qTruck;qAll
072_B_SP;0;0;0;18;4;2;24
072_B_SP;5;0;0;18;4;2;24
072_B_SP;10;0;0;18;4;2;24
072_B_SP;15;0;0;18;4;2;24
072_B_SP;20;0;0;18;4;2;24
072_B_SP;25;0;0;18;4;2;24
072_B_SP;30;0;0;18;4;2;24
072_B_SP;35;0;0;18;4;2;24
072_B_SP;40;0;0;18;4;2;24
072_B_SP;45;0;0;18;4;2;24
072_B_SP;50;0;0;18;4;2;24
072_B_SP;55;0;0;18;4;2;24
072_B_SP;60;0;0;7;2;2;11
072_B_SP;65;0;0;7;2;2;11
072_B_SP;70;0;0;7;2;2;11
072_B_SP;75;0;0;7;2;2;11
072_B_SP;80;0;0;7;2;2;11
072_B_SP;85;0;0;7;2;2;11
072_B_SP;90;0;0;7;2;2;11
072_B_SP;95;0;0;7;2;2;11
072_B_SP;100;0;0;7;2;2;11
072_B_SP;105;0;0;7;2;2;11
072_B_SP;110;0;0;7;2;2;11
072_B_SP;115;0;0;7;2;2;11
072_B_SP;120;0;0;5;2;2;9
072_B_SP;125;0;0;5;2;2;9
072_B_SP;130;0;0;5;2;2;9
072_B_SP;135;0;0;5;2;2;9
072_B_SP;140;0;0;5;2;2;9
072_B_SP;145;0;0;5;2;2;9
072_B_SP;150;0;0;5;2;2;9
072_B_SP;155;0;0;5;2;2;9
072_B_SP;160;0;0;5;2;2;9
072_B_SP;165;0;0;5;2;2;9
072_B_SP;170;0;0;5;2;2;9
072_B_SP;175;0;0;5;2;2;9
072_B_SP;180;0;0;6;2;3;11
072_B_SP;185;0;0;6;2;3;11
072_B_SP;190;0;0;6;2;3;11
072_B_SP;195;0;0;6;2;3;11
072_B_SP;200;0;0;6;2;3;11
072_B_SP;205;0;0;6;2;3;11
072_B_SP;210;0;0;6;2;3;11
072_B_SP;215;0;0;6;2;3;11
072_B_SP;220;0;0;6;2;3;11
072_B_SP;225;0;0;6;2;3;11
072_B_SP;230;0;0;6;2;3;11
072_B_SP;235;0;0;6;2;3;11
072_B_SP;240;0;1;17;4;5;27
072_B_SP;245;0;1;17;4;5;27
072_B_SP;250;0;1;17;4;5;27
072_B_SP;255;0;1;17;4;5;27
072_B_SP;260;0;1;17;4;5;27
072_B_SP;265;0;1;17;4;5;27
072_B_SP;270;0;1;17;4;5;27
072_B_SP;275;0;1;17;4;5;27
072_B_SP;280;0;1;17;4;5;27
072_B_SP;285;0;1;17;4;5;27
072_B_SP;290;0;1;17;4;5;27
072_B_SP;295;0;1;17;4;5;27
072_B_SP;300;0;1;68;14;22;105
072_B_SP;305;0;1;68;14;22;105
072_B_SP;310;0;1;68;14;22;105
072_B_SP;315;0;1;68;14;22;105
072_B_SP;320;0;1;68;14;22;105
072_B_SP;325;0;1;68;14;22;105
072_B_SP;330;0;1;68;14;22;105
072_B_SP;335;0;1;68;14;22;105
072_B_SP;340;0;1;68;14;22;105
072_B_SP;345;0;1;68;14;22;105
072_B_SP;350;0;1;68;14;22;105
072_B_SP;355;0;1;68;14;22;105
072_B_SP;360;0;2;150;24;28;204
072_B_SP;365;0;2;150;24;28;204
072_B_SP;370;0;2;150;24;28;204
072_B_SP;375;0;2;150;24;28;204
072_B_SP;380;0;2;150;24;28;204
072_B_SP;385;0;2;150;24;28;204
072_B_SP;390;0;2;150;24;28;204
072_B_SP;395;0;2;150;24;28;204
072_B_SP;400;0;2;150;24;28;204
072_B_SP;405;0;2;150;24;28;204
072_B_SP;410;0;2;150;24;28;204
072_B_SP;415;0;2;150;24;28;204
072_B_SP;420;0;2;152;23;19;196
072_B_SP;425;0;2;152;23;19;196
072_B_SP;430;0;2;152;23;19;196
072_B_SP;435;0;2;152;23;19;196
072_B_SP;440;0;2;152;23;19;196
072_B_SP;445;0;2;152;23;19;196
072_B_SP;450;0;2;152;23;19;196
072_B_SP;455;0;2;152;23;19;196
072_B_SP;460;0;2;152;23;19;196
072_B_SP;465;0;2;152;23;19;196
072_B_SP;470;0;2;152;23;19;196
072_B_SP;475;0;2;152;23;19;196
072_B_SP;480;1;2;124;23;21;171
072_B_SP;485;1;2;124;23;21;171
072_B_SP;490;1;2;124;23;21;171
072_B_SP;495;1;2;124;23;21;171
072_B_SP;500;1;2;124;23;21;171
072_B_SP;505;1;2;124;23;21;171
072_B_SP;510;1;2;124;23;21;171
072_B_SP;515;1;2;124;23;21;171
072_B_SP;520;1;2;124;23;21;171
072_B_SP;525;1;2;124;23;21;171
072_B_SP;530;1;2;124;23;21;171
072_B_SP;535;1;2;124;23;21;171
072_B_SP;540;1;2;105;22;24;154
072_B_SP;545;1;2;105;22;24;154
072_B_SP;550;1;2;105;22;24;154
072_B_SP;555;1;2;105;22;24;154
072_B_SP;560;1;2;105;22;24;154
072_B_SP;565;1;2;105;22;24;154
072_B_SP;570;1;2;105;22;24;154
072_B_SP;575;1;2;105;22;24;154
072_B_SP;580;1;2;105;22;24;154
072_B_SP;585;1;2;105;22;24;154
072_B_SP;590;1;2;105;22;24;154
072_B_SP;595;1;2;105;22;24;154
072_B_SP;600;1;2;104;24;26;157
072_B_SP;605;1;2;104;24;26;157
072_B_SP;610;1;2;104;24;26;157
072_B_SP;615;1;2;104;24;26;157
072_B_SP;620;1;2;104;24;26;157
072_B_SP;625;1;2;104;24;26;157
072_B_SP;630;1;2;104;24;26;157
072_B_SP;635;1;2;104;24;26;157
072_B_SP;640;1;2;104;24;26;157
072_B_SP;645;1;2;104;24;26;157
072_B_SP;650;1;2;104;24;26;157
072_B_SP;655;1;2;104;24;26;157
072_B_SP;660;0;2;110;25;23;160
072_B_SP;665;0;2;110;25;23;160
072_B_SP;670;0;2;110;25;23;160
072_B_SP;675;0;2;110;25;23;160
072_B_SP;680;0;2;110;25;23;160
072_B_SP;685;0;2;110;25;23;160
072_B_SP;690;0;2;110;25;23;160
072_B_SP;695;0;2;110;25;23;160
072_B_SP;700;0;2;110;25;23;160
072_B_SP;705;0;2;110;25;23;160
072_B_SP;710;0;2;110;25;23;160
072_B_SP;715;0;2;110;25;23;160
072_B_SP;720;0;3;117;25;21;166
072_B_SP;725;0;3;117;25;21;166
072_B_SP;730;0;3;117;25;21;166
072_B_SP;735;0;3;117;25;21;166
072_B_SP;740;0;3;117;25;21;166
072_B_SP;745;0;3;117;25;21;166
072_B_SP;750;0;3;117;25;21;166
072_B_SP;755;0;3;117;25;21;166
072_B_SP;760;0;3;117;25;21;166
072_B_SP;765;0;3;117;25;21;166
072_B_SP;770;0;3;117;25;21;166
072_B_SP;775;0;3;117;25;21;166
072_B_SP;780;0;3;121;25;22;171
072_B_SP;785;0;3;121;25;22;171
072_B_SP;790;0;3;121;25;22;171
072_B_SP;795;0;3;121;25;22;171
072_B_SP;800;0;3;121;25;22;171
072_B_SP;805;0;3;121;25;22;171
072_B_SP;810;0;3;121;25;22;171
072_B_SP;815;0;3;121;25;22;171
072_B_SP;820;0;3;121;25;22;171
072_B_SP;825;0;3;121;25;22;171
072_B_SP;830;0;3;121;25;22;171
072_B_SP;835;0;3;121;25;22;171
072_B_SP;840;0;3;135;27;24;189
072_B_SP;845;0;3;135;27;24;189
072_B_SP;850;0;3;135;27;24;189
072_B_SP;855;0;3;135;27;24;189
072_B_SP;860;0;3;135;27;24;189
072_B_SP;865;0;3;135;27;24;189
072_B_SP;870;0;3;135;27;24;189
072_B_SP;875;0;3;135;27;24;189
072_B_SP;880;0;3;135;27;24;189
072_B_SP;885;0;3;135;27;24;189
072_B_SP;890;0;3;135;27;24;189
072_B_SP;895;0;3;135;27;24;189
072_B_SP;900;0;3;162;29;22;216
072_B_SP;905;0;3;162;29;22;216
072_B_SP;910;0;3;162;29;22;216
072_B_SP;915;0;3;162;29;22;216
072_B_SP;920;0;3;162;29;22;216
072_B_SP;925;0;3;162;29;22;216
072_B_SP;930;0;3;162;29;22;216
072_B_SP;935;0;3;162;29;22;216
072_B_SP;940;0;3;162;29;22;216
072_B_SP;945;0;3;162;29;22;216
072_B_SP;950;0;3;162;29;22;216
072_B_SP;955;0;3;162;29;22;216
072_B_SP;960;0;4;202;28;16;250
072_B_SP;965;0;4;202;28;16;250
072_B_SP;970;0;4;202;28;16;250
072_B_SP;975;0;4;202;28;16;250
072_B_SP;980;0;4;202;28;16;250
072_B_SP;985;0;4;202;28;16;250
072_B_SP;990;0;4;202;28;16;250
072_B_SP;995;0;4;202;28;16;250
072_B_SP;1000;0;4;202;28;16;250
072_B_SP;1005;0;4;202;28;16;250
072_B_SP;1010;0;4;202;28;16;250
072_B_SP;1015;0;4;202;28;16;250
072_B_SP;1020;0;4;201;24;11;240
072_B_SP;1025;0;4;201;24;11;240
072_B_SP;1030;0;4;201;24;11;240
072_B_SP;1035;0;4;201;24;11;240
072_B_SP;1040;0;4;201;24;11;240
072_B_SP;1045;0;4;201;24;11;240
072_B_SP;1050;0;4;201;24;11;240
072_B_SP;1055;0;4;201;24;11;240
072_B_SP;1060;0;4;201;24;11;240
072_B_SP;1065;0;4;201;24;11;240
072_B_SP;1070;0;4;201;24;11;240
072_B_SP;1075;0;4;201;24;11;240
072_B_SP;1080;0;4;155;23;11;193
072_B_SP;1085;0;4;155;23;11;193
072_B_SP;1090;0;4;155;23;11;193
072_B_SP;1095;0;4;155;23;11;193
072_B_SP;1100;0;4;155;23;11;193
072_B_SP;1105;0;4;155;23;11;193
072_B_SP;1110;0;4;155;23;11;193
072_B_SP;1115;0;4;155;23;11;193
072_B_SP;1120;0;4;155;23;11;193
072_B_SP;1125;0;4;155;23;11;193
072_B_SP;1130;0;4;155;23;11;193
072_B_SP;1135;0;4;155;23;11;193
072_B_SP;1140;0;3;105;18;9;135
072_B_SP;1145;0;3;105;18;9;135
072_B_SP;1150;0;3;105;18;9;135
072_B_SP;1155;0;3;105;18;9;135
072_B_SP;1160;0;3;105;18;9;135
072_B_SP;1165;0;3;105;18;9;135
072_B_SP;1170;0;3;105;18;9;135
072_B_SP;1175;0;3;105;18;9;135
072_B_SP;1180;0;3;105;18;9;135
072_B_SP;1185;0;3;105;18;9;135
072_B_SP;1190;0;3;105;18;9;135
072_B_SP;1195;0;3;105;18;9;135
072_B_SP;1200;0;2;74;16;7;99
072_B_SP;1205;0;2;74;16;7;99
072_B_SP;1210;0;2;74;16;7;99
072_B_SP;1215;0;2;74;16;7;99
072_B_SP;1220;0;2;74;16;7;99
072_B_SP;1225;0;2;74;16;7;99
072_B_SP;1230;0;2;74;16;7;99
072_B_SP;1235;0;2;74;16;7;99
072_B_SP;1240;0;2;74;16;7;99
072_B_SP;1245;0;2;74;16;7;99
072_B_SP;1250;0;2;74;16;7;99
072_B_SP;1255;0;2;74;16;7;99
072_B_SP;1260;0;2;59;13;5;79
072_B_SP;1265;0;2;59;13;5;79
072_B_SP;1270;0;2;59;13;5;79
072_B_SP;1275;0;2;59;13;5;79
072_B_SP;1280;0;2;59;13;5;79
072_B_SP;1285;0;2;59;13;5;79
072_B_SP;1290;0;2;59;13;5;79
072_B_SP;1295;0;2;59;13;5;79
072_B_SP;1300;0;2;59;13;5;79
072_B_SP;1305;0;2;59;13;5;79
072_B_SP;1310;0;2;59;13;5;79
072_B_SP;1315;0;2;59;13;5;79
072_B_SP;1320;0;2;54;10;4;70
072_B_SP;1325;0;2;54;10;4;70
072_B_SP;1330;0;2;54;10;4;70
072_B_SP;1335;0;2;54;10;4;70
072_B_SP;1340;0;2;54;10;4;70
072_B_SP;1345;0;2;54;10;4;70
072_B_SP;1350;0;2;54;10;4;70
072_B_SP;1355;0;2;54;10;4;70
072_B_SP;1360;0;2;54;10;4;70
072_B_SP;1365;0;2;54;10;4;70
072_B_SP;1370;0;2;54;10;4;70
072_B_SP;1375;0;2;54;10;4;70
072_B_SP;1380;0;1;44;9;3;57
072_B_SP;1385;0;1;44;9;3;57
072_B_SP;1390;0;1;44;9;3;57
072_B_SP;1395;0;1;44;9;3;57
072_B_SP;1400;0;1;44;9;3;57
072_B_SP;1405;0;1;44;9;3;57
072_B_SP;1410;0;1;44;9;3;57
072_B_SP;1415;0;1;44;9;3;57
072_B_SP;1420;0;1;44;9;3;57
072_B_SP;1425;0;1;44;9;3;57
072_B_SP;1430;0;1;44;9;3;57
072_B_SP;1435;0;1;44;9;3;57
072_Z_SP;0;0;0;14;2;3;19
072_Z_SP;5;0;0;14;2;3;19
072_Z_SP;10;0;0;14;2;3;19
072_Z_SP;15;0;0;14;2;3;19
072_Z_SP;20;0;0;14;2;3;19
072_Z_SP;25;0;0;14;2;3;19
072_Z_SP;30;0;0;14;2;3;19
072_Z_SP;35;0;0;14;2;3;19
072_Z_SP;40;0;0;14;2;3;19
072_Z_SP;45;0;0;14;2;3;19
072_Z_SP;50;0;0;14;2;3;19
072_Z_SP;55;0;0;14;2;3;19
072_Z_SP;60;0;0;7;1;3;11
072_Z_SP;65;0;0;7;1;3;11
072_Z_SP;70;0;0;7;1;3;11
072_Z_SP;75;0;0;7;1;3;11
072_Z_SP;80;0;0;7;1;3;11
072_Z_SP;85;0;0;7;1;3;11
072_Z_SP;90;0;0;7;1;3;11
072_Z_SP;95;0;0;7;1;3;11
072_Z_SP;100;0;0;7;1;3;11
072_Z_SP;105;0;0;7;1;3;11
072_Z_SP;110;0;0;7;1;3;11
072_Z_SP;115;0;0;7;1;3;11
072_Z_SP;120;0;0;6;1;2;9
072_Z_SP;125;0;0;6;1;2;9
072_Z_SP;130;0;0;6;1;2;9
072_Z_SP;135;0;0;6;1;2;9
072_Z_SP;140;0;0;6;1;2;9
072_Z_SP;145;0;0;6;1;2;9
072_Z_SP;150;0;0;6;1;2;9
072_Z_SP;155;0;0;6;1;2;9
072_Z_SP;160;0;0;6;1;2;9
072_Z_SP;165;0;0;6;1;2;9
072_Z_SP;170;0;0;6;1;2;9
072_Z_SP;175;0;0;6;1;2;9
072_Z_SP;180;0;0;11;2;2;15
072_Z_SP;185;0;0;11;2;2;15
072_Z_SP;190;0;0;11;2;2;15
072_Z_SP;195;0;0;11;2;2;15
072_Z_SP;200;0;0;11;2;2;15
072_Z_SP;205;0;0;11;2;2;15
072_Z_SP;210;0;0;11;2;2;15
072_Z_SP;215;0;0;11;2;2;15
072_Z_SP;220;0;0;11;2;2;15
072_Z_SP;225;0;0;11;2;2;15
072_Z_SP;230;0;0;11;2;2;15
072_Z_SP;235;0;0;11;2;2;15
072_Z_SP;240;0;0;31;3;4;38
072_Z_SP;245;0;0;31;3;4;38
072_Z_SP;250;0;0;31;3;4;38
072_Z_SP;255;0;0;31;3;4;38
072_Z_SP;260;0;0;31;3;4;38
072_Z_SP;265;0;0;31;3;4;38
072_Z_SP;270;0;0;31;3;4;38
072_Z_SP;275;0;0;31;3;4;38
072_Z_SP;280;0;0;31;3;4;38
072_Z_SP;285;0;0;31;3;4;38
072_Z_SP;290;0;0;31;3;4;38
072_Z_SP;295;0;0;31;3;4;38
072_Z_SP;300;0;1;104;12;28;145
072_Z_SP;305;0;1;104;12;28;145
072_Z_SP;310;0;1;104;12;28;145
072_Z_SP;315;0;1;104;12;28;145
072_Z_SP;320;0;1;104;12;28;145
072_Z_SP;325;0;1;104;12;28;145
072_Z_SP;330;0;1;104;12;28;145
072_Z_SP;335;0;1;104;12;28;145
072_Z_SP;340;0;1;104;12;28;145
072_Z_SP;345;0;1;104;12;28;145
072_Z_SP;350;0;1;104;12;28;145
072_Z_SP;355;0;1;104;12;28;145
072_Z_SP;360;0;1;175;19;26;221
072_Z_SP;365;0;1;175;19;26;221
072_Z_SP;370;0;1;175;19;26;221
072_Z_SP;375;0;1;175;19;26;221
072_Z_SP;380;0;1;175;19;26;221
072_Z_SP;385;0;1;175;19;26;221
072_Z_SP;390;0;1;175;19;26;221
072_Z_SP;395;0;1;175;19;26;221
072_Z_SP;400;0;1;175;19;26;221
072_Z_SP;405;0;1;175;19;26;221
072_Z_SP;410;0;1;175;19;26;221
072_Z_SP;415;0;1;175;19;26;221
072_Z_SP;420;0;1;163;19;20;203
072_Z_SP;425;0;1;163;19;20;203
072_Z_SP;430;0;1;163;19;20;203
072_Z_SP;435;0;1;163;19;20;203
072_Z_SP;440;0;1;163;19;20;203
072_Z_SP;445;0;1;163;19;20;203
072_Z_SP;450;0;1;163;19;20;203
072_Z_SP;455;0;1;163;19;20;203
072_Z_SP;460;0;1;163;19;20;203
072_Z_SP;465;0;1;163;19;20;203
072_Z_SP;470;0;1;163;19;20;203
072_Z_SP;475;0;1;163;19;20;203
072_Z_SP;480;0;1;137;18;22;178
072_Z_SP;485;0;1;137;18;22;178
072_Z_SP;490;0;1;137;18;22;178
072_Z_SP;495;0;1;137;18;22;178
072_Z_SP;500;0;1;137;18;22;178
072_Z_SP;505;0;1;137;18;22;178
072_Z_SP;510;0;1;137;18;22;178
072_Z_SP;515;0;1;137;18;22;178
072_Z_SP;520;0;1;137;18;22;178
072_Z_SP;525;0;1;137;18;22;178
072_Z_SP;530;0;1;137;18;22;178
072_Z_SP;535;0;1;137;18;22;178
072_Z_SP;540;0;1;118;16;25;160
072_Z_SP;545;0;1;118;16;25;160
072_Z_SP;550;0;1;118;16;25;160
072_Z_SP;555;0;1;118;16;25;160
072_Z_SP;560;0;1;118;16;25;160
072_Z_SP;565;0;1;118;16;25;160
072_Z_SP;570;0;1;118;16;25;160
072_Z_SP;575;0;1;118;16;25;160
072_Z_SP;580;0;1;118;16;25;160
072_Z_SP;585;0;1;118;16;25;160
072_Z_SP;590;0;1;118;16;25;160
072_Z_SP;595;0;1;118;16;25;160
072_Z_SP;600;0;1;114;16;25;156
072_Z_SP;605;0;1;114;16;25;156
072_Z_SP;610;0;1;114;16;25;156
072_Z_SP;615;0;1;114;16;25;156
072_Z_SP;620;0;1;114;16;25;156
072_Z_SP;625;0;1;114;16;25;156
072_Z_SP;630;0;1;114;16;25;156
072_Z_SP;635;0;1;114;16;25;156
072_Z_SP;640;0;1;114;16;25;156
072_Z_SP;645;0;1;114;16;25;156
072_Z_SP;650;0;1;114;16;25;156
072_Z_SP;655;0;1;114;16;25;156
072_Z_SP;660;0;1;116;17;25;159
072_Z_SP;665;0;1;116;17;25;159
072_Z_SP;670;0;1;116;17;25;159
072_Z_SP;675;0;1;116;17;25;159
072_Z_SP;680;0;1;116;17;25;159
072_Z_SP;685;0;1;116;17;25;159
072_Z_SP;690;0;1;116;17;25;159
072_Z_SP;695;0;1;116;17;25;159
072_Z_SP;700;0;1;116;17;25;159
072_Z_SP;705;0;1;116;17;25;159
072_Z_SP;710;0;1;116;17;25;159
072_Z_SP;715;0;1;116;17;25;159
072_Z_SP;720;0;2;127;17;24;170
072_Z_SP;725;0;2;127;17;24;170
072_Z_SP;730;0;2;127;17;24;170
072_Z_SP;735;0;2;127;17;24;170
072_Z_SP;740;0;2;127;17;24;170
072_Z_SP;745;0;2;127;17;24;170
072_Z_SP;750;0;2;127;17;24;170
072_Z_SP;755;0;2;127;17;24;170
072_Z_SP;760;0;2;127;17;24;170
072_Z_SP;765;0;2;127;17;24;170
072_Z_SP;770;0;2;127;17;24;170
072_Z_SP;775;0;2;127;17;24;170
072_Z_SP;780;0;2;137;19;25;183
072_Z_SP;785;0;2;137;19;25;183
072_Z_SP;790;0;2;137;19;25;183
072_Z_SP;795;0;2;137;19;25;183
072_Z_SP;800;0;2;137;19;25;183
072_Z_SP;805;0;2;137;19;25;183
072_Z_SP;810;0;2;137;19;25;183
072_Z_SP;815;0;2;137;19;25;183
072_Z_SP;820;0;2;137;19;25;183
072_Z_SP;825;0;2;137;19;25;183
072_Z_SP;830;0;2;137;19;25;183
072_Z_SP;835;0;2;137;19;25;183
072_Z_SP;840;0;2;139;19;27;187
072_Z_SP;845;0;2;139;19;27;187
072_Z_SP;850;0;2;139;19;27;187
072_Z_SP;855;0;2;139;19;27;187
072_Z_SP;860;0;2;139;19;27;187
072_Z_SP;865;0;2;139;19;27;187
072_Z_SP;870;0;2;139;19;27;187
072_Z_SP;875;0;2;139;19;27;187
072_Z_SP;880;0;2;139;19;27;187
072_Z_SP;885;0;2;139;19;27;187
072_Z_SP;890;0;2;139;19;27;187
072_Z_SP;895;0;2;139;19;27;187
072_Z_SP;900;0;2;157;18;23;200
072_Z_SP;905;0;2;157;18;23;200
072_Z_SP;910;0;2;157;18;23;200
072_Z_SP;915;0;2;157;18;23;200
072_Z_SP;920;0;2;157;18;23;200
072_Z_SP;925;0;2;157;18;23;200
072_Z_SP;930;0;2;157;18;23;200
072_Z_SP;935;0;2;157;18;23;200
072_Z_SP;940;0;2;157;18;23;200
072_Z_SP;945;0;2;157;18;23;200
072_Z_SP;950;0;2;157;18;23;200
072_Z_SP;955;0;2;157;18;23;200
072_Z_SP;960;0;2;189;17;17;225
072_Z_SP;965;0;2;189;17;17;225
072_Z_SP;970;0;2;189;17;17;225
072_Z_SP;975;0;2;189;17;17;225
072_Z_SP;980;0;2;189;17;17;225
072_Z_SP;985;0;2;189;17;17;225
072_Z_SP;990;0;2;189;17;17;225
072_Z_SP;995;0;2;189;17;17;225
072_Z_SP;1000;0;2;189;17;17;225
072_Z_SP;1005;0;2;189;17;17;225
072_Z_SP;1010;0;2;189;17;17;225
072_Z_SP;1015;0;2;189;17;17;225
072_Z_SP;1020;0;2;203;15;12;232
072_Z_SP;1025;0;2;203;15;12;232
072_Z_SP;1030;0;2;203;15;12;232
072_Z_SP;1035;0;2;203;15;12;232
072_Z_SP;1040;0;2;203;15;12;232
072_Z_SP;1045;0;2;203;15;12;232
072_Z_SP;1050;0;2;203;15;12;232
072_Z_SP;1055;0;2;203;15;12;232
072_Z_SP;1060;0;2;203;15;12;232
072_Z_SP;1065;0;2;203;15;12;232
072_Z_SP;1070;0;2;203;15;12;232
072_Z_SP;1075;0;2;203;15;12;232
072_Z_SP;1080;0;2;163;12;10;187
072_Z_SP;1085;0;2;163;12;10;187
072_Z_SP;1090;0;2;163;12;10;187
072_Z_SP;1095;0;2;163;12;10;187
072_Z_SP;1100;0;2;163;12;10;187
072_Z_SP;1105;0;2;163;12;10;187
072_Z_SP;1110;0;2;163;12;10;187
072_Z_SP;1115;0;2;163;12;10;187
072_Z_SP;1120;0;2;163;12;10;187
072_Z_SP;1125;0;2;163;12;10;187
072_Z_SP;1130;0;2;163;12;10;187
072_Z_SP;1135;0;2;163;12;10;187
072_Z_SP;1140;0;1;110;8;8;127
072_Z_SP;1145;0;1;110;8;8;127
072_Z_SP;1150;0;1;110;8;8;127
072_Z_SP;1155;0;1;110;8;8;127
072_Z_SP;1160;0;1;110;8;8;127
072_Z_SP;1165;0;1;110;8;8;127
072_Z_SP;1170;0;1;110;8;8;127
072_Z_SP;1175;0;1;110;8;8;127
072_Z_SP;1180;0;1;110;8;8;127
072_Z_SP;1185;0;1;110;8;8;127
072_Z_SP;1190;0;1;110;8;8;127
072_Z_SP;1195;0;1;110;8;8;127
072_Z_SP;1200;0;1;77;6;6;90
072_Z_SP;1205;0;1;77;6;6;90
072_Z_SP;1210;0;1;77;6;6;90
072_Z_SP;1215;0;1;77;6;6;90
072_Z_SP;1220;0;1;77;6;6;90
072_Z_SP;1225;0;1;77;6;6;90
072_Z_SP;1230;0;1;77;6;6;90
072_Z_SP;1235;0;1;77;6;6;90
072_Z_SP;1240;0;1;77;6;6;90
072_Z_SP;1245;0;1;77;6;6;90
072_Z_SP;1250;0;1;77;6;6;90
072_Z_SP;1255;0;1;77;6;6;90
072_Z_SP;1260;0;1;64;4;4;73
072_Z_SP;1265;0;1;64;4;4;73
072_Z_SP;1270;0;1;64;4;4;73
072_Z_SP;1275;0;1;64;4;4;73
072_Z_SP;1280;0;1;64;4;4;73
072_Z_SP;1285;0;1;64;4;4;73
072_Z_SP;1290;0;1;64;4;4;73
072_Z_SP;1295;0;1;64;4;4;73
072_Z_SP;1300;0;1;64;4;4;73
072_Z_SP;1305;0;1;64;4;4;73
072_Z_SP;1310;0;1;64;4;4;73
072_Z_SP;1315;0;1;64;4;4;73
072_Z_SP;1320;0;1;55;5;4;65
072_Z_SP;1325;0;1;55;5;4;65
072_Z_SP;1330;0;1;55;5;4;65
072_Z_SP;1335;0;1;55;5;4;65
072_Z_SP;1340;0;1;55;5;4;65
072_Z_SP;1345;0;1;55;5;4;65
072_Z_SP;1350;0;1;55;5;4;65
072_Z_SP;1355;0;1;55;5;4;65
072_Z_SP;1360;0;1;55;5;4;65
072_Z_SP;1365;0;1;55;5;4;65
072_Z_SP;1370;0;1;55;5;4;65
072_Z_SP;1375;0;1;55;5;4;65
072_Z_SP;1380;0;0;36;6;5;47
072_Z_SP;1385;0;0;36;6;5;47
072_Z_SP;1390;0;0;36;6;5;47
072_Z_SP;1395;0;0;36;6;5;47
072_Z_SP;1400;0;0;36;6;5;47
072_Z_SP;1405;0;0;36;6;5;47
072_Z_SP;1410;0;0;36;6;5;47
072_Z_SP;1415;0;0;36;6;5;47
072_Z_SP;1420;0;0;36;6;5;47
072_Z_SP;1425;0;0;36;6;5;47
072_Z_SP;1430;0;0;36;6;5;47
072_Z_SP;1435;0;0;36;6;5;47
229_B_SP;0;0;0;22;3;3;28
229_B_SP;5;0;0;22;3;3;28
229_B_SP;10;0;0;22;3;3;28
229_B_SP;15;0;0;22;3;3;28
229_B_SP;20;0;0;22;3;3;28
229_B_SP;25;0;0;22;3;3;28
229_B_SP;30;0;0;22;3;3;28
229_B_SP;35;0;0;22;3;3;28
229_B_SP;40;0;0;22;3;3;28
229_B_SP;45;0;0;22;3;3;28
229_B_SP;50;0;0;22;3;3;28
229_B_SP;55;0;0;22;3;3;28
229_B_SP;60;0;0;9;2;3;14
229_B_SP;65;0;0;9;2;3;14
229_B_SP;70;0;0;9;2;3;14
229_B_SP;75;0;0;9;2;3;14
229_B_SP;80;0;0;9;2;3;14
229_B_SP;85;0;0;9;2;3;14
229_B_SP;90;0;0;9;2;3;14
229_B_SP;95;0;0;9;2;3;14
229_B_SP;100;0;0;9;2;3;14
229_B_SP;105;0;0;9;2;3;14
229_B_SP;110;0;0;9;2;3;14
229_B_SP;115;0;0;9;2;3;14
229_B_SP;120;0;0;6;2;3;11
229_B_SP;125;0;0;6;2;3;11
229_B_SP;130;0;0;6;2;3;11
229_B_SP;135;0;0;6;2;3;11
229_B_SP;140;0;0;6;2;3;11
229_B_SP;145;0;0;6;2;3;11
229_B_SP;150;0;0;6;2;3;11
229_B_SP;155;0;0;6;2;3;11
229_B_SP;160;0;0;6;2;3;11
229_B_SP;165;0;0;6;2;3;11
229_B_SP;170;0;0;6;2;3;11
229_B_SP;175;0;0;6;2;3;11
229_B_SP;180;0;0;8;2;4;14
229_B_SP;185;0;0;8;2;4;14
229_B_SP;190;0;0;8;2;4;14
229_B_SP;195;0;0;8;2;4;14
229_B_SP;200;0;0;8;2;4;14
229_B_SP;205;0;0;8;2;4;14
229_B_SP;210;0;0;8;2;4;14
229_B_SP;215;0;0;8;2;4;14
229_B_SP;220;0;0;8;2;4;14
229_B_SP;225;0;0;8;2;4;14
229_B_SP;230;0;0;8;2;4;14
229_B_SP;235;0;0;8;2;4;14
229_B_SP;240;0;0;21;3;5;29
229_B_SP;245;0;0;21;3;5;29
229_B_SP;250;0;0;21;3;5;29
229_B_SP;255;0;0;21;3;5;29
229_B_SP;260;0;0;21;3;5;29
229_B_SP;265;0;0;21;3;5;29
229_B_SP;270;0;0;21;3;5;29
229_B_SP;275;0;0;21;3;5;29
229_B_SP;280;0;0;21;3;5;29
229_B_SP;285;0;0;21;3;5;29
229_B_SP;290;0;0;21;3;5;29
229_B_SP;295;0;0;21;3;5;29
229_B_SP;300;1;1;72;10;25;109
229_B_SP;305;1;1;72;10;25;109
229_B_SP;310;1;1;72;10;25;109
229_B_SP;315;1;1;72;10;25;109
229_B_SP;320;1;1;72;10;25;109
229_B_SP;325;1;1;72;10;25;109
