Detector;Time;qBus;qMotc;qCar;qDeliv;qTruck;qAll
335_Z_SP;300;1;3;104;7;34;149
335_Z_SP;305;1;3;104;7;34;149
335_Z_SP;310;1;3;104;7;34;149
335_Z_SP;315;1;3;104;7;34;149
335_Z_SP;320;1;3;104;7;34;149
335_Z_SP;325;1;3;104;7;34;149
335_Z_SP;330;1;3;104;7;34;149
335_Z_SP;335;1;3;104;7;34;149
335_Z_SP;340;1;3;104;7;34;149
335_Z_SP;345;1;3;104;7;34;149
335_Z_SP;350;1;3;104;7;34;149
335_Z_SP;355;1;3;104;7;34;149
335_Z_SP;360;1;5;242;13;28;289
335_Z_SP;365;1;5;242;13;28;289
335_Z_SP;370;1;5;242;13;28;289
335_Z_SP;375;1;5;242;13;28;289
335_Z_SP;380;1;5;242;13;28;289
335_Z_SP;385;1;5;242;13;28;289
335_Z_SP;390;1;5;242;13;28;289
335_Z_SP;395;1;5;242;13;28;289
335_Z_SP;400;1;5;242;13;28;289
335_Z_SP;405;1;5;242;13;28;289
335_Z_SP;410;1;5;242;13;28;289
335_Z_SP;415;1;5;242;13;28;289
335_Z_SP;420;2;5;248;15;22;292
335_Z_SP;425;2;5;248;15;22;292
335_Z_SP;430;2;5;248;15;22;292
335_Z_SP;435;2;5;248;15;22;292
335_Z_SP;440;2;5;248;15;22;292
335_Z_SP;445;2;5;248;15;22;292
335_Z_SP;450;2;5;248;15;22;292
335_Z_SP;455;2;5;248;15;22;292
335_Z_SP;460;2;5;248;15;22;292
335_Z_SP;465;2;5;248;15;22;292
335_Z_SP;470;2;5;248;15;22;292
335_Z_SP;475;2;5;248;15;22;292
335_Z_SP;480;2;4;212;13;25;256
335_Z_SP;485;2;4;212;13;25;256
335_Z_SP;490;2;4;212;13;25;256
335_Z_SP;495;2;4;212;13;25;256
335_Z_SP;500;2;4;212;13;25;256
335_Z_SP;505;2;4;212;13;25;256
335_Z_SP;510;2;4;212;13;25;256
335_Z_SP;515;2;4;212;13;25;256
335_Z_SP;520;2;4;212;13;25;256
335_Z_SP;525;2;4;212;13;25;256
335_Z_SP;530;2;4;212;13;25;256
335_Z_SP;535;2;4;212;13;25;256
335_Z_SP;540;2;3;190;13;28;236
335_Z_SP;545;2;3;190;13;28;236
335_Z_SP;550;2;3;190;13;28;236
335_Z_SP;555;2;3;190;13;28;236
335_Z_SP;560;2;3;190;13;28;236
335_Z_SP;565;2;3;190;13;28;236
335_Z_SP;570;2;3;190;13;28;236
335_Z_SP;575;2;3;190;13;28;236
335_Z_SP;580;2;3;190;13;28;236
335_Z_SP;585;2;3;190;13;28;236
335_Z_SP;590;2;3;190;13;28;236
335_Z_SP;595;2;3;190;13;28;236
335_Z_SP;600;2;3;187;13;28;233
335_Z_SP;605;2;3;187;13;28;233
335_Z_SP;610;2;3;187;13;28;233
335_Z_SP;615;2;3;187;13;28;233
335_Z_SP;620;2;3;187;13;28;233
335_Z_SP;625;2;3;187;13;28;233
335_Z_SP;630;2;3;187;13;28;233
335_Z_SP;635;2;3;187;13;28;233
335_Z_SP;640;2;3;187;13;28;233
335_Z_SP;645;2;3;187;13;28;233
335_Z_SP;650;2;3;187;13;28;233
335_Z_SP;655;2;3;187;13;28;233
335_Z_SP;660;2;4;194;13;27;240
335_Z_SP;665;2;4;194;13;27;240
335_Z_SP;670;2;4;194;13;27;240
335_Z_SP;675;2;4;194;13;27;240
335_Z_SP;680;2;4;194;13;27;240
335_Z_SP;685;2;4;194;13;27;240
335_Z_SP;690;2;4;194;13;27;240
335_Z_SP;695;2;4;194;13;27;240
335_Z_SP;700;2;4;194;13;27;240
335_Z_SP;705;2;4;194;13;27;240
335_Z_SP;710;2;4;194;13;27;240
335_Z_SP;715;2;4;194;13;27;240
335_Z_SP;720;2;4;207;12;27;252
335_Z_SP;725;2;4;207;12;27;252
335_Z_SP;730;2;4;207;12;27;252
335_Z_SP;735;2;4;207;12;27;252
335_Z_SP;740;2;4;207;12;27;252
335_Z_SP;745;2;4;207;12;27;252
335_Z_SP;750;2;4;207;12;27;252
335_Z_SP;755;2;4;207;12;27;252
335_Z_SP;760;2;4;207;12;27;252
335_Z_SP;765;2;4;207;12;27;252
335_Z_SP;770;2;4;207;12;27;252
335_Z_SP;775;2;4;207;12;27;252
335_Z_SP;780;2;4;219;15;29;269
335_Z_SP;785;2;4;219;15;29;269
335_Z_SP;790;2;4;219;15;29;269
335_Z_SP;795;2;4;219;15;29;269
335_Z_SP;800;2;4;219;15;29;269
335_Z_SP;805;2;4;219;15;29;269
335_Z_SP;810;2;4;219;15;29;269
335_Z_SP;815;2;4;219;15;29;269
335_Z_SP;820;2;4;219;15;29;269
335_Z_SP;825;2;4;219;15;29;269
335_Z_SP;830;2;4;219;15;29;269
335_Z_SP;835;2;4;219;15;29;269
335_Z_SP;840;2;4;225;14;29;274
335_Z_SP;845;2;4;225;14;29;274
335_Z_SP;850;2;4;225;14;29;274
335_Z_SP;855;2;4;225;14;29;274
335_Z_SP;860;2;4;225;14;29;274
335_Z_SP;865;2;4;225;14;29;274
335_Z_SP;870;2;4;225;14;29;274
335_Z_SP;875;2;4;225;14;29;274
335_Z_SP;880;2;4;225;14;29;274
335_Z_SP;885;2;4;225;14;29;274
335_Z_SP;890;2;4;225;14;29;274
335_Z_SP;895;2;4;225;14;29;274
335_Z_SP;900;2;5;250;13;24;294
335_Z_SP;905;2;5;250;13;24;294
335_Z_SP;910;2;5;250;13;24;294
335_Z_SP;915;2;5;250;13;24;294
335_Z_SP;920;2;5;250;13;24;294
335_Z_SP;925;2;5;250;13;24;294
335_Z_SP;930;2;5;250;13;24;294
335_Z_SP;935;2;5;250;13;24;294
335_Z_SP;940;2;5;250;13;24;294
335_Z_SP;945;2;5;250;13;24;294
335_Z_SP;950;2;5;250;13;24;294
335_Z_SP;955;2;5;250;13;24;294
335_Z_SP;960;2;7;289;12;19;329
335_Z_SP;965;2;7;289;12;19;329
335_Z_SP;970;2;7;289;12;19;329
335_Z_SP;975;2;7;289;12;19;329
335_Z_SP;980;2;7;289;12;19;329
335_Z_SP;985;2;7;289;12;19;329
335_Z_SP;990;2;7;289;12;19;329
335_Z_SP;995;2;7;289;12;19;329
335_Z_SP;1000;2;7;289;12;19;329
335_Z_SP;1005;2;7;289;12;19;329
335_Z_SP;1010;2;7;289;12;19;329
335_Z_SP;1015;2;7;289;12;19;329
335_Z_SP;1020;1;8;301;9;14;333
335_Z_SP;1025;1;8;301;9;14;333
335_Z_SP;1030;1;8;301;9;14;333
335_Z_SP;1035;1;8;301;9;14;333
335_Z_SP;1040;1;8;301;9;14;333
335_Z_SP;1045;1;8;301;9;14;333
335_Z_SP;1050;1;8;301;9;14;333
335_Z_SP;1055;1;8;301;9;14;333
335_Z_SP;1060;1;8;301;9;14;333
335_Z_SP;1065;1;8;301;9;14;333
335_Z_SP;1070;1;8;301;9;14;333
335_Z_SP;1075;1;8;301;9;14;333
335_Z_SP;1080;1;5;248;7;12;273
335_Z_SP;1085;1;5;248;7;12;273
335_Z_SP;1090;1;5;248;7;12;273
335_Z_SP;1095;1;5;248;7;12;273
335_Z_SP;1100;1;5;248;7;12;273
335_Z_SP;1105;1;5;248;7;12;273
335_Z_SP;1110;1;5;248;7;12;273
335_Z_SP;1115;1;5;248;7;12;273
335_Z_SP;1120;1;5;248;7;12;273
335_Z_SP;1125;1;5;248;7;12;273
335_Z_SP;1130;1;5;248;7;12;273
335_Z_SP;1135;1;5;248;7;12;273
335_Z_SP;1140;1;4;141;5;9;160
335_Z_SP;1145;1;4;141;5;9;160
335_Z_SP;1150;1;4;141;5;9;160
335_Z_SP;1155;1;4;141;5;9;160
335_Z_SP;1160;1;4;141;5;9;160
335_Z_SP;1165;1;4;141;5;9;160
335_Z_SP;1170;1;4;141;5;9;160
335_Z_SP;1175;1;4;141;5;9;160
335_Z_SP;1180;1;4;141;5;9;160
335_Z_SP;1185;1;4;141;5;9;160
335_Z_SP;1190;1;4;141;5;9;160
335_Z_SP;1195;1;4;141;5;9;160
335_Z_SP;1200;0;2;100;4;7;113
335_Z_SP;1205;0;2;100;4;7;113
335_Z_SP;1210;0;2;100;4;7;113
335_Z_SP;1215;0;2;100;4;7;113
335_Z_SP;1220;0;2;100;4;7;113
335_Z_SP;1225;0;2;100;4;7;113
335_Z_SP;1230;0;2;100;4;7;113
335_Z_SP;1235;0;2;100;4;7;113
335_Z_SP;1240;0;2;100;4;7;113
335_Z_SP;1245;0;2;100;4;7;113
335_Z_SP;1250;0;2;100;4;7;113
335_Z_SP;1255;0;2;100;4;7;113
335_Z_SP;1260;0;2;84;4;5;95
335_Z_SP;1265;0;2;84;4;5;95
335_Z_SP;1270;0;2;84;4;5;95
335_Z_SP;1275;0;2;84;4;5;95
335_Z_SP;1280;0;2;84;4;5;95
335_Z_SP;1285;0;2;84;4;5;95
335_Z_SP;1290;0;2;84;4;5;95
335_Z_SP;1295;0;2;84;4;5;95
335_Z_SP;1300;0;2;84;4;5;95
335_Z_SP;1305;0;2;84;4;5;95
335_Z_SP;1310;0;2;84;4;5;95
335_Z_SP;1315;0;2;84;4;5;95
335_Z_SP;1320;0;2;71;4;5;82
335_Z_SP;1325;0;2;71;4;5;82
335_Z_SP;1330;0;2;71;4;5;82
335_Z_SP;1335;0;2;71;4;5;82
335_Z_SP;1340;0;2;71;4;5;82
335_Z_SP;1345;0;2;71;4;5;82
335_Z_SP;1350;0;2;71;4;5;82
335_Z_SP;1355;0;2;71;4;5;82
335_Z_SP;1360;0;2;71;4;5;82
335_Z_SP;1365;0;2;71;4;5;82
335_Z_SP;1370;0;2;71;4;5;82
335_Z_SP;1375;0;2;71;4;5;82
335_Z_SP;1380;0;1;47;5;5;58
335_Z_SP;1385;0;1;47;5;5;58
335_Z_SP;1390;0;1;47;5;5;58
335_Z_SP;1395;0;1;47;5;5;58
335_Z_SP;1400;0;1;47;5;5;58
335_Z_SP;1405;0;1;47;5;5;58
335_Z_SP;1410;0;1;47;5;5;58
335_Z_SP;1415;0;1;47;5;5;58
335_Z_SP;1420;0;1;47;5;5;58
335_Z_SP;1425;0;1;47;5;5;58
335_Z_SP;1430;0;1;47;5;5;58
335_Z_SP;1435;0;1;47;5;5;58
382_B_SP;0;0;0;28;1;2;31
382_B_SP;5;0;0;28;1;2;31
382_B_SP;10;0;0;28;1;2;31
382_B_SP;15;0;0;28;1;2;31
382_B_SP;20;0;0;28;1;2;31
382_B_SP;25;0;0;28;1;2;31
382_B_SP;30;0;0;28;1;2;31
382_B_SP;35;0;0;28;1;2;31
382_B_SP;40;0;0;28;1;2;31
382_B_SP;45;0;0;28;1;2;31
382_B_SP;50;0;0;28;1;2;31
382_B_SP;55;0;0;28;1;2;31
382_B_SP;60;0;0;14;1;2;17
382_B_SP;65;0;0;14;1;2;17
382_B_SP;70;0;0;14;1;2;17
382_B_SP;75;0;0;14;1;2;17
382_B_SP;80;0;0;14;1;2;17
382_B_SP;85;0;0;14;1;2;17
382_B_SP;90;0;0;14;1;2;17
382_B_SP;95;0;0;14;1;2;17
382_B_SP;100;0;0;14;1;2;17
382_B_SP;105;0;0;14;1;2;17
382_B_SP;110;0;0;14;1;2;17
382_B_SP;115;0;0;14;1;2;17
382_B_SP;120;0;0;10;1;2;13
382_B_SP;125;0;0;10;1;2;13
382_B_SP;130;0;0;10;1;2;13
382_B_SP;135;0;0;10;1;2;13
382_B_SP;140;0;0;10;1;2;13
382_B_SP;145;0;0;10;1;2;13
382_B_SP;150;0;0;10;1;2;13
382_B_SP;155;0;0;10;1;2;13
382_B_SP;160;0;0;10;1;2;13
382_B_SP;165;0;0;10;1;2;13
382_B_SP;170;0;0;10;1;2;13
382_B_SP;175;0;0;10;1;2;13
382_B_SP;180;0;0;12;1;3;16
382_B_SP;185;0;0;12;1;3;16
382_B_SP;190;0;0;12;1;3;16
382_B_SP;195;0;0;12;1;3;16
382_B_SP;200;0;0;12;1;3;16
382_B_SP;205;0;0;12;1;3;16
382_B_SP;210;0;0;12;1;3;16
382_B_SP;215;0;0;12;1;3;16
382_B_SP;220;0;0;12;1;3;16
382_B_SP;225;0;0;12;1;3;16
382_B_SP;230;0;0;12;1;3;16
382_B_SP;235;0;0;12;1;3;16
382_B_SP;240;0;0;31;2;4;37
382_B_SP;245;0;0;31;2;4;37
382_B_SP;250;0;0;31;2;4;37
382_B_SP;255;0;0;31;2;4;37
382_B_SP;260;0;0;31;2;4;37
382_B_SP;265;0;0;31;2;4;37
382_B_SP;270;0;0;31;2;4;37
382_B_SP;275;0;0;31;2;4;37
382_B_SP;280;0;0;31;2;4;37
382_B_SP;285;0;0;31;2;4;37
382_B_SP;290;0;0;31;2;4;37
382_B_SP;295;0;0;31;2;4;37
382_B_SP;300;0;1;135;6;19;161
382_B_SP;305;0;1;135;6;19;161
382_B_SP;310;0;1;135;6;19;161
382_B_SP;315;0;1;135;6;19;161
382_B_SP;320;0;1;135;6;19;161
382_B_SP;325;0;1;135;6;19;161
382_B_SP;330;0;1;135;6;19;161
382_B_SP;335;0;1;135;6;19;161
382_B_SP;340;0;1;135;6;19;161
382_B_SP;345;0;1;135;6;19;161
382_B_SP;350;0;1;135;6;19;161
382_B_SP;355;0;1;135;6;19;161
382_B_SP;360;0;2;263;10;31;306
382_B_SP;365;0;2;263;10;31;306
382_B_SP;370;0;2;263;10;31;306
382_B_SP;375;0;2;263;10;31;306
382_B_SP;380;0;2;263;10;31;306
382_B_SP;385;0;2;263;10;31;306
382_B_SP;390;0;2;263;10;31;306
382_B_SP;395;0;2;263;10;31;306
382_B_SP;400;0;2;263;10;31;306
382_B_SP;405;0;2;263;10;31;306
382_B_SP;410;0;2;263;10;31;306
382_B_SP;415;0;2;263;10;31;306
382_B_SP;420;0;2;255;8;20;285
382_B_SP;425;0;2;255;8;20;285
382_B_SP;430;0;2;255;8;20;285
382_B_SP;435;0;2;255;8;20;285
382_B_SP;440;0;2;255;8;20;285
382_B_SP;445;0;2;255;8;20;285
382_B_SP;450;0;2;255;8;20;285
382_B_SP;455;0;2;255;8;20;285
382_B_SP;460;0;2;255;8;20;285
382_B_SP;465;0;2;255;8;20;285
382_B_SP;470;0;2;255;8;20;285
382_B_SP;475;0;2;255;8;20;285
382_B_SP;480;0;1;220;8;23;252
382_B_SP;485;0;1;220;8;23;252
382_B_SP;490;0;1;220;8;23;252
382_B_SP;495;0;1;220;8;23;252
382_B_SP;500;0;1;220;8;23;252
382_B_SP;505;0;1;220;8;23;252
382_B_SP;510;0;1;220;8;23;252
382_B_SP;515;0;1;220;8;23;252
382_B_SP;520;0;1;220;8;23;252
382_B_SP;525;0;1;220;8;23;252
382_B_SP;530;0;1;220;8;23;252
382_B_SP;535;0;1;220;8;23;252
382_B_SP;540;1;1;206;9;28;245
382_B_SP;545;1;1;206;9;28;245
382_B_SP;550;1;1;206;9;28;245
382_B_SP;555;1;1;206;9;28;245
382_B_SP;560;1;1;206;9;28;245
382_B_SP;565;1;1;206;9;28;245
382_B_SP;570;1;1;206;9;28;245
382_B_SP;575;1;1;206;9;28;245
382_B_SP;580;1;1;206;9;28;245
382_B_SP;585;1;1;206;9;28;245
382_B_SP;590;1;1;206;9;28;245
382_B_SP;595;1;1;206;9;28;245
382_B_SP;600;1;1;209;9;28;248
382_B_SP;605;1;1;209;9;28;248
382_B_SP;610;1;1;209;9;28;248
382_B_SP;615;1;1;209;9;28;248
382_B_SP;620;1;1;209;9;28;248
382_B_SP;625;1;1;209;9;28;248
382_B_SP;630;1;1;209;9;28;248
382_B_SP;635;1;1;209;9;28;248
382_B_SP;640;1;1;209;9;28;248
382_B_SP;645;1;1;209;9;28;248
382_B_SP;650;1;1;209;9;28;248
382_B_SP;655;1;1;209;9;28;248
382_B_SP;660;0;1;219;9;29;258
382_B_SP;665;0;1;219;9;29;258
382_B_SP;670;0;1;219;9;29;258
382_B_SP;675;0;1;219;9;29;258
382_B_SP;680;0;1;219;9;29;258
382_B_SP;685;0;1;219;9;29;258
382_B_SP;690;0;1;219;9;29;258
382_B_SP;695;0;1;219;9;29;258
382_B_SP;700;0;1;219;9;29;258
382_B_SP;705;0;1;219;9;29;258
382_B_SP;710;0;1;219;9;29;258
382_B_SP;715;0;1;219;9;29;258
382_B_SP;720;0;1;213;8;27;249
382_B_SP;725;0;1;213;8;27;249
382_B_SP;730;0;1;213;8;27;249
382_B_SP;735;0;1;213;8;27;249
382_B_SP;740;0;1;213;8;27;249
382_B_SP;745;0;1;213;8;27;249
382_B_SP;750;0;1;213;8;27;249
382_B_SP;755;0;1;213;8;27;249
382_B_SP;760;0;1;213;8;27;249
382_B_SP;765;0;1;213;8;27;249
382_B_SP;770;0;1;213;8;27;249
382_B_SP;775;0;1;213;8;27;249
382_B_SP;780;0;1;210;8;25;244
382_B_SP;785;0;1;210;8;25;244
382_B_SP;790;0;1;210;8;25;244
382_B_SP;795;0;1;210;8;25;244
382_B_SP;800;0;1;210;8;25;244
382_B_SP;805;0;1;210;8;25;244
382_B_SP;810;0;1;210;8;25;244
382_B_SP;815;0;1;210;8;25;244
382_B_SP;820;0;1;210;8;25;244
382_B_SP;825;0;1;210;8;25;244
382_B_SP;830;0;1;210;8;25;244
382_B_SP;835;0;1;210;8;25;244
382_B_SP;840;0;1;224;9;27;261
382_B_SP;845;0;1;224;9;27;261
382_B_SP;850;0;1;224;9;27;261
382_B_SP;855;0;1;224;9;27;261
382_B_SP;860;0;1;224;9;27;261
382_B_SP;865;0;1;224;9;27;261
382_B_SP;870;0;1;224;9;27;261
382_B_SP;875;0;1;224;9;27;261
382_B_SP;880;0;1;224;9;27;261
382_B_SP;885;0;1;224;9;27;261
382_B_SP;890;0;1;224;9;27;261
382_B_SP;895;0;1;224;9;27;261
382_B_SP;900;0;2;276;9;24;311
382_B_SP;905;0;2;276;9;24;311
382_B_SP;910;0;2;276;9;24;311
382_B_SP;915;0;2;276;9;24;311
382_B_SP;920;0;2;276;9;24;311
382_B_SP;925;0;2;276;9;24;311
382_B_SP;930;0;2;276;9;24;311
382_B_SP;935;0;2;276;9;24;311
382_B_SP;940;0;2;276;9;24;311
382_B_SP;945;0;2;276;9;24;311
382_B_SP;950;0;2;276;9;24;311
382_B_SP;955;0;2;276;9;24;311
382_B_SP;960;0;2;304;9;18;333
382_B_SP;965;0;2;304;9;18;333
382_B_SP;970;0;2;304;9;18;333
382_B_SP;975;0;2;304;9;18;333
382_B_SP;980;0;2;304;9;18;333
382_B_SP;985;0;2;304;9;18;333
382_B_SP;990;0;2;304;9;18;333
382_B_SP;995;0;2;304;9;18;333
382_B_SP;1000;0;2;304;9;18;333
382_B_SP;1005;0;2;304;9;18;333
382_B_SP;1010;0;2;304;9;18;333
382_B_SP;1015;0;2;304;9;18;333
382_B_SP;1020;0;2;295;6;13;316
382_B_SP;1025;0;2;295;6;13;316
382_B_SP;1030;0;2;295;6;13;316
382_B_SP;1035;0;2;295;6;13;316
382_B_SP;1040;0;2;295;6;13;316
382_B_SP;1045;0;2;295;6;13;316
382_B_SP;1050;0;2;295;6;13;316
382_B_SP;1055;0;2;295;6;13;316
382_B_SP;1060;0;2;295;6;13;316
382_B_SP;1065;0;2;295;6;13;316
382_B_SP;1070;0;2;295;6;13;316
382_B_SP;1075;0;2;295;6;13;316
382_B_SP;1080;0;2;282;5;12;301
382_B_SP;1085;0;2;282;5;12;301
382_B_SP;1090;0;2;282;5;12;301
382_B_SP;1095;0;2;282;5;12;301
382_B_SP;1100;0;2;282;5;12;301
382_B_SP;1105;0;2;282;5;12;301
382_B_SP;1110;0;2;282;5;12;301
382_B_SP;1115;0;2;282;5;12;301
382_B_SP;1120;0;2;282;5;12;301
382_B_SP;1125;0;2;282;5;12;301
382_B_SP;1130;0;2;282;5;12;301
382_B_SP;1135;0;2;282;5;12;301
382_B_SP;1140;0;1;230;4;10;245
382_B_SP;1145;0;1;230;4;10;245
382_B_SP;1150;0;1;230;4;10;245
382_B_SP;1155;0;1;230;4;10;245
382_B_SP;1160;0;1;230;4;10;245
382_B_SP;1165;0;1;230;4;10;245
382_B_SP;1170;0;1;230;4;10;245
382_B_SP;1175;0;1;230;4;10;245
382_B_SP;1180;0;1;230;4;10;245
382_B_SP;1185;0;1;230;4;10;245
382_B_SP;1190;0;1;230;4;10;245
382_B_SP;1195;0;1;230;4;10;245
382_B_SP;1200;0;1;195;4;7;207
382_B_SP;1205;0;1;195;4;7;207
382_B_SP;1210;0;1;195;4;7;207
382_B_SP;1215;0;1;195;4;7;207
382_B_SP;1220;0;1;195;4;7;207
382_B_SP;1225;0;1;195;4;7;207
382_B_SP;1230;0;1;195;4;7;207
382_B_SP;1235;0;1;195;4;7;207
382_B_SP;1240;0;1;195;4;7;207
382_B_SP;1245;0;1;195;4;7;207
382_B_SP;1250;0;1;195;4;7;207
382_B_SP;1255;0;1;195;4;7;207
382_B_SP;1260;0;1;148;2;5;156
382_B_SP;1265;0;1;148;2;5;156
382_B_SP;1270;0;1;148;2;5;156
382_B_SP;1275;0;1;148;2;5;156
382_B_SP;1280;0;1;148;2;5;156
382_B_SP;1285;0;1;148;2;5;156
382_B_SP;1290;0;1;148;2;5;156
382_B_SP;1295;0;1;148;2;5;156
382_B_SP;1300;0;1;148;2;5;156
382_B_SP;1305;0;1;148;2;5;156
382_B_SP;1310;0;1;148;2;5;156
382_B_SP;1315;0;1;148;2;5;156
382_B_SP;1320;0;1;141;2;4;148
382_B_SP;1325;0;1;141;2;4;148
382_B_SP;1330;0;1;141;2;4;148
382_B_SP;1335;0;1;141;2;4;148
382_B_SP;1340;0;1;141;2;4;148
382_B_SP;1345;0;1;141;2;4;148
382_B_SP;1350;0;1;141;2;4;148
382_B_SP;1355;0;1;141;2;4;148
382_B_SP;1360;0;1;141;2;4;148
382_B_SP;1365;0;1;141;2;4;148
382_B_SP;1370;0;1;141;2;4;148
382_B_SP;1375;0;1;141;2;4;148
382_B_SP;1380;0;0;121;1;3;125
382_B_SP;1385;0;0;121;1;3;125
382_B_SP;1390;0;0;121;1;3;125
382_B_SP;1395;0;0;121;1;3;125
382_B_SP;1400;0;0;121;1;3;125
382_B_SP;1405;0;0;121;1;3;125
382_B_SP;1410;0;0;121;1;3;125
382_B_SP;1415;0;0;121;1;3;125
382_B_SP;1420;0;0;121;1;3;125
382_B_SP;1425;0;0;121;1;3;125
382_B_SP;1430;0;0;121;1;3;125
382_B_SP;1435;0;0;121;1;3;125
382_Z_SP;0;0;0;19;1;5;25
382_Z_SP;5;0;0;19;1;5;25
382_Z_SP;10;0;0;19;1;5;25
382_Z_SP;15;0;0;19;1;5;25
382_Z_SP;20;0;0;19;1;5;25
382_Z_SP;25;0;0;19;1;5;25
382_Z_SP;30;0;0;19;1;5;25
382_Z_SP;35;0;0;19;1;5;25
382_Z_SP;40;0;0;19;1;5;25
382_Z_SP;45;0;0;19;1;5;25
382_Z_SP;50;0;0;19;1;5;25
382_Z_SP;55;0;0;19;1;5;25
382_Z_SP;60;0;0;10;1;4;15
382_Z_SP;65;0;0;10;1;4;15
382_Z_SP;70;0;0;10;1;4;15
382_Z_SP;75;0;0;10;1;4;15
382_Z_SP;80;0;0;10;1;4;15
382_Z_SP;85;0;0;10;1;4;15
382_Z_SP;90;0;0;10;1;4;15
382_Z_SP;95;0;0;10;1;4;15
382_Z_SP;100;0;0;10;1;4;15
382_Z_SP;105;0;0;10;1;4;15
382_Z_SP;110;0;0;10;1;4;15
382_Z_SP;115;0;0;10;1;4;15
382_Z_SP;120;0;0;8;1;4;13
382_Z_SP;125;0;0;8;1;4;13
382_Z_SP;130;0;0;8;1;4;13
382_Z_SP;135;0;0;8;1;4;13
382_Z_SP;140;0;0;8;1;4;13
382_Z_SP;145;0;0;8;1;4;13
382_Z_SP;150;0;0;8;1;4;13
382_Z_SP;155;0;0;8;1;4;13
382_Z_SP;160;0;0;8;1;4;13
382_Z_SP;165;0;0;8;1;4;13
382_Z_SP;170;0;0;8;1;4;13
382_Z_SP;175;0;0;8;1;4;13
382_Z_SP;180;0;0;13;2;7;22
382_Z_SP;185;0;0;13;2;7;22
382_Z_SP;190;0;0;13;2;7;22
382_Z_SP;195;0;0;13;2;7;22
382_Z_SP;200;0;0;13;2;7;22
382_Z_SP;205;0;0;13;2;7;22
382_Z_SP;210;0;0;13;2;7;22
382_Z_SP;215;0;0;13;2;7;22
382_Z_SP;220;0;0;13;2;7;22
382_Z_SP;225;0;0;13;2;7;22
382_Z_SP;230;0;0;13;2;7;22
382_Z_SP;235;0;0;13;2;7;22
382_Z_SP;240;0;0;35;2;18;55
382_Z_SP;245;0;0;35;2;18;55
382_Z_SP;250;0;0;35;2;18;55
382_Z_SP;255;0;0;35;2;18;55
382_Z_SP;260;0;0;35;2;18;55
382_Z_SP;265;0;0;35;2;18;55
382_Z_SP;270;0;0;35;2;18;55
382_Z_SP;275;0;0;35;2;18;55
382_Z_SP;280;0;0;35;2;18;55
382_Z_SP;285;0;0;35;2;18;55
382_Z_SP;290;0;0;35;2;18;55
382_Z_SP;295;0;0;35;2;18;55
382_Z_SP;300;0;2;147;9;65;223
382_Z_SP;305;0;2;147;9;65;223
382_Z_SP;310;0;2;147;9;65;223
382_Z_SP;315;0;2;147;9;65;223
382_Z_SP;320;0;2;147;9;65;223
382_Z_SP;325;0;2;147;9;65;223
382_Z_SP;330;0;2;147;9;65;223
382_Z_SP;335;0;2;147;9;65;223
382_Z_SP;340;0;2;147;9;65;223
382_Z_SP;345;0;2;147;9;65;223
382_Z_SP;350;0;2;147;9;65;223
382_Z_SP;355;0;2;147;9;65;223
382_Z_SP;360;0;2;239;14;44;299
382_Z_SP;365;0;2;239;14;44;299
382_Z_SP;370;0;2;239;14;44;299
382_Z_SP;375;0;2;239;14;44;299
382_Z_SP;380;0;2;239;14;44;299
382_Z_SP;385;0;2;239;14;44;299
382_Z_SP;390;0;2;239;14;44;299
382_Z_SP;395;0;2;239;14;44;299
382_Z_SP;400;0;2;239;14;44;299
382_Z_SP;405;0;2;239;14;44;299
382_Z_SP;410;0;2;239;14;44;299
382_Z_SP;415;0;2;239;14;44;299
382_Z_SP;420;0;2;231;13;30;276
382_Z_SP;425;0;2;231;13;30;276
382_Z_SP;430;0;2;231;13;30;276
382_Z_SP;435;0;2;231;13;30;276
382_Z_SP;440;0;2;231;13;30;276
382_Z_SP;445;0;2;231;13;30;276
382_Z_SP;450;0;2;231;13;30;276
382_Z_SP;455;0;2;231;13;30;276
382_Z_SP;460;0;2;231;13;30;276
382_Z_SP;465;0;2;231;13;30;276
382_Z_SP;470;0;2;231;13;30;276
382_Z_SP;475;0;2;231;13;30;276
382_Z_SP;480;0;2;212;12;35;261
382_Z_SP;485;0;2;212;12;35;261
382_Z_SP;490;0;2;212;12;35;261
382_Z_SP;495;0;2;212;12;35;261
382_Z_SP;500;0;2;212;12;35;261
382_Z_SP;505;0;2;212;12;35;261
382_Z_SP;510;0;2;212;12;35;261
382_Z_SP;515;0;2;212;12;35;261
382_Z_SP;520;0;2;212;12;35;261
382_Z_SP;525;0;2;212;12;35;261
382_Z_SP;530;0;2;212;12;35;261
382_Z_SP;535;0;2;212;12;35;261
382_Z_SP;540;0;2;180;11;41;234
382_Z_SP;545;0;2;180;11;41;234
382_Z_SP;550;0;2;180;11;41;234
382_Z_SP;555;0;2;180;11;41;234
382_Z_SP;560;0;2;180;11;41;234
382_Z_SP;565;0;2;180;11;41;234
382_Z_SP;570;0;2;180;11;41;234
382_Z_SP;575;0;2;180;11;41;234
382_Z_SP;580;0;2;180;11;41;234
382_Z_SP;585;0;2;180;11;41;234
382_Z_SP;590;0;2;180;11;41;234
382_Z_SP;595;0;2;180;11;41;234
382_Z_SP;600;0;2;168;10;37;217
382_Z_SP;605;0;2;168;10;37;217
382_Z_SP;610;0;2;168;10;37;217
